rent_sno,date,0
215,2021-11-17,227
215,2021-11-18,175
215,2021-11-19,224
215,2021-11-20,134
215,2021-11-21,264
215,2021-11-22,139
215,2021-11-23,145
215,2021-11-24,188
215,2021-11-25,209
215,2021-11-26,148
215,2021-11-27,69
215,2021-11-28,196
215,2021-11-29,242
215,2021-11-30,184
216,2021-11-01,46
216,2021-11-02,54
216,2021-11-03,49
216,2021-11-04,50
216,2021-11-05,63
216,2021-11-06,45
216,2021-11-07,39
216,2021-11-08,31
216,2021-11-09,51
216,2021-11-10,42
216,2021-11-11,41
216,2021-11-12,40
216,2021-11-13,27
216,2021-11-14,44
216,2021-11-15,51
216,2021-11-16,58
216,2021-11-17,49
216,2021-11-18,44
216,2021-11-19,53
216,2021-11-20,12
216,2021-11-21,32
216,2021-11-22,36
216,2021-11-23,36
216,2021-11-24,56
216,2021-11-25,45
216,2021-11-26,26
216,2021-11-27,3
216,2021-11-28,35
216,2021-11-29,51
216,2021-11-30,47
217,2021-11-01,72
217,2021-11-02,62
217,2021-11-03,50
217,2021-11-04,67
217,2021-11-05,86
217,2021-11-06,49
217,2021-11-07,36
217,2021-11-08,34
217,2021-11-09,63
217,2021-11-10,71
217,2021-11-11,57
217,2021-11-12,53
217,2021-11-13,37
217,2021-11-14,36
217,2021-11-15,75
217,2021-11-16,58
217,2021-11-17,66
217,2021-11-18,36
217,2021-11-19,67
217,2021-11-20,23
217,2021-11-21,40
217,2021-11-22,50
217,2021-11-23,32
217,2021-11-24,63
217,2021-11-25,62
217,2021-11-26,38
217,2021-11-27,6
217,2021-11-28,35
217,2021-11-29,56
217,2021-11-30,54
218,2021-11-01,146
218,2021-11-02,140
218,2021-11-03,129
218,2021-11-04,137
218,2021-11-05,136
218,2021-11-06,90
218,2021-11-07,82
218,2021-11-08,97
218,2021-11-09,116
218,2021-11-10,139
218,2021-11-11,149
218,2021-11-12,117
218,2021-11-13,65
218,2021-11-14,64
218,2021-11-15,145
218,2021-11-16,124
218,2021-11-17,126
218,2021-11-18,101
218,2021-11-19,132
218,2021-11-20,72
218,2021-11-21,91
218,2021-11-22,102
218,2021-11-23,70
218,2021-11-24,120
218,2021-11-25,105
218,2021-11-26,38
218,2021-11-27,15
218,2021-11-28,79
218,2021-11-29,124
218,2021-11-30,83
219,2021-11-01,97
219,2021-11-02,86
219,2021-11-03,73
219,2021-11-04,85
219,2021-11-05,106
219,2021-11-06,70
219,2021-11-07,61
219,2021-11-08,51
219,2021-11-09,94
219,2021-11-10,68
219,2021-11-11,76
219,2021-11-12,54
219,2021-11-13,60
219,2021-11-14,51
219,2021-11-15,32
219,2021-11-16,82
219,2021-11-17,89
219,2021-11-18,85
219,2021-11-19,101
219,2021-11-20,30
219,2021-11-21,76
219,2021-11-22,55
219,2021-11-23,57
219,2021-11-24,81
219,2021-11-25,98
219,2021-11-26,42
219,2021-11-27,15
219,2021-11-28,50
219,2021-11-29,90
219,2021-11-30,40
220,2021-11-01,85
220,2021-11-02,77
220,2021-11-03,74
220,2021-11-04,94
220,2021-11-05,108
220,2021-11-06,163
220,2021-11-07,142
220,2021-11-08,49
220,2021-11-09,66
220,2021-11-10,84
220,2021-11-11,73
220,2021-11-12,71
220,2021-11-13,78
220,2021-11-14,92
220,2021-11-15,69
220,2021-11-16,82
220,2021-11-17,79
220,2021-11-18,44
220,2021-11-19,77
220,2021-11-20,79
220,2021-11-21,114
220,2021-11-22,33
220,2021-11-23,40
220,2021-11-24,50
220,2021-11-25,77
220,2021-11-26,43
220,2021-11-27,25
220,2021-11-28,117
220,2021-11-29,81
220,2021-11-30,67
221,2021-11-01,103
221,2021-11-02,97
221,2021-11-03,106
221,2021-11-04,94
221,2021-11-05,96
221,2021-11-06,95
221,2021-11-07,93
221,2021-11-08,43
221,2021-11-09,82
221,2021-11-10,105
221,2021-11-11,85
221,2021-11-12,47
221,2021-11-13,65
221,2021-11-14,64
221,2021-11-15,86
221,2021-11-16,88
221,2021-11-17,74
221,2021-11-18,75
221,2021-11-19,70
221,2021-11-20,61
221,2021-11-21,80
221,2021-11-22,58
221,2021-11-23,39
221,2021-11-24,95
221,2021-11-25,61
221,2021-11-26,18
221,2021-11-27,19
221,2021-11-28,62
221,2021-11-29,113
221,2021-11-30,55
222,2021-11-01,184
222,2021-11-02,146
222,2021-11-03,136
222,2021-11-04,134
222,2021-11-05,155
222,2021-11-06,129
222,2021-11-07,108
222,2021-11-08,102
222,2021-11-09,121
222,2021-11-10,131
222,2021-11-11,131
222,2021-11-12,140
222,2021-11-13,82
222,2021-11-14,101
222,2021-11-15,122
222,2021-11-16,130
222,2021-11-17,130
222,2021-11-18,83
222,2021-11-19,129
222,2021-11-20,101
222,2021-11-21,121
222,2021-11-22,93
222,2021-11-23,83
222,2021-11-24,102
222,2021-11-25,116
222,2021-11-26,68
222,2021-11-27,23
222,2021-11-28,97
222,2021-11-29,133
222,2021-11-30,105
223,2021-11-01,112
223,2021-11-02,134
223,2021-11-03,125
223,2021-11-04,104
223,2021-11-05,123
223,2021-11-06,111
223,2021-11-07,114
223,2021-11-08,75
223,2021-11-09,121
223,2021-11-10,136
223,2021-11-11,115
223,2021-11-12,120
223,2021-11-13,109
223,2021-11-14,71
223,2021-11-15,109
223,2021-11-16,96
223,2021-11-17,130
223,2021-11-18,120
223,2021-11-19,152
223,2021-11-20,92
223,2021-11-21,93
223,2021-11-22,106
223,2021-11-23,102
223,2021-11-24,133
223,2021-11-25,120
223,2021-11-26,120
223,2021-11-27,56
223,2021-11-28,121
223,2021-11-29,99
223,2021-11-30,111
224,2021-11-01,12
224,2021-11-02,15
224,2021-11-03,13
224,2021-11-04,17
224,2021-11-05,14
224,2021-11-06,25
224,2021-11-07,29
224,2021-11-08,6
224,2021-11-09,14
224,2021-11-10,17
224,2021-11-11,15
224,2021-11-12,8
224,2021-11-13,13
224,2021-11-14,11
224,2021-11-15,14
224,2021-11-16,12
224,2021-11-17,16
224,2021-11-18,7
224,2021-11-19,18
224,2021-11-20,14
224,2021-11-21,28
224,2021-11-22,4
224,2021-11-23,4
224,2021-11-24,10
224,2021-11-25,17
224,2021-11-26,6
224,2021-11-27,3
224,2021-11-28,11
224,2021-11-29,12
224,2021-11-30,7
225,2021-11-01,40
225,2021-11-02,50
225,2021-11-03,59
225,2021-11-04,60
225,2021-11-05,63
225,2021-11-06,61
225,2021-11-07,62
225,2021-11-08,28
225,2021-11-09,55
225,2021-11-10,59
225,2021-11-11,57
225,2021-11-12,38
225,2021-11-13,36
225,2021-11-14,55
225,2021-11-15,71
225,2021-11-16,64
225,2021-11-17,68
225,2021-11-18,27
225,2021-11-19,65
225,2021-11-20,38
225,2021-11-21,58
225,2021-11-22,29
225,2021-11-23,16
225,2021-11-24,47
225,2021-11-25,56
225,2021-11-26,21
225,2021-11-27,8
225,2021-11-28,44
225,2021-11-29,53
225,2021-11-30,52
226,2021-11-01,47
226,2021-11-02,49
226,2021-11-03,50
226,2021-11-04,43
226,2021-11-05,75
226,2021-11-06,37
226,2021-11-07,49
226,2021-11-08,19
226,2021-11-09,56
226,2021-11-10,52
226,2021-11-11,49
226,2021-11-12,30
226,2021-11-13,13
226,2021-11-14,30
226,2021-11-15,46
226,2021-11-16,59
226,2021-11-17,53
226,2021-11-18,32
226,2021-11-19,48
226,2021-11-20,14
226,2021-11-21,19
226,2021-11-22,36
226,2021-11-23,29
226,2021-11-24,44
226,2021-11-25,43
226,2021-11-26,25
226,2021-11-27,3
226,2021-11-28,9
226,2021-11-29,41
226,2021-11-30,41
227,2021-11-01,24
227,2021-11-02,21
227,2021-11-03,21
227,2021-11-04,27
227,2021-11-05,39
227,2021-11-06,21
227,2021-11-07,16
227,2021-11-08,7
227,2021-11-09,38
227,2021-11-10,40
227,2021-11-11,29
227,2021-11-12,24
227,2021-11-13,17
227,2021-11-14,23
227,2021-11-15,28
227,2021-11-16,23
227,2021-11-17,29
227,2021-11-18,16
227,2021-11-19,29
227,2021-11-20,7
227,2021-11-21,25
227,2021-11-22,24
227,2021-11-23,19
227,2021-11-24,21
227,2021-11-25,24
227,2021-11-26,15
227,2021-11-27,3
227,2021-11-28,17
227,2021-11-29,26
227,2021-11-30,28
228,2021-11-01,16
228,2021-11-02,21
228,2021-11-03,19
228,2021-11-04,21
228,2021-11-05,27
228,2021-11-06,28
228,2021-11-07,20
228,2021-11-08,13
228,2021-11-09,14
228,2021-11-10,10
228,2021-11-11,18
228,2021-11-12,14
228,2021-11-13,23
228,2021-11-14,21
228,2021-11-15,22
228,2021-11-16,15
228,2021-11-17,21
228,2021-11-18,9
228,2021-11-19,18
228,2021-11-20,18
228,2021-11-21,22
228,2021-11-22,10
228,2021-11-23,6
228,2021-11-24,25
228,2021-11-25,13
228,2021-11-26,2
228,2021-11-27,5
228,2021-11-28,25
228,2021-11-29,36
228,2021-11-30,15
230,2021-11-01,33
230,2021-11-02,41
230,2021-11-03,29
230,2021-11-04,28
230,2021-11-05,48
230,2021-11-06,13
230,2021-11-07,30
230,2021-11-08,20
230,2021-11-09,49
230,2021-11-10,41
230,2021-11-11,40
230,2021-11-12,23
230,2021-11-13,19
230,2021-11-14,30
230,2021-11-15,35
230,2021-11-16,26
230,2021-11-17,40
230,2021-11-18,28
230,2021-11-19,47
230,2021-11-20,16
230,2021-11-21,43
230,2021-11-22,30
230,2021-11-23,17
230,2021-11-24,36
230,2021-11-25,35
230,2021-11-26,29
230,2021-11-27,6
230,2021-11-28,23
230,2021-11-29,39
230,2021-11-30,21
231,2021-11-01,216
231,2021-11-02,205
231,2021-11-03,180
231,2021-11-04,213
231,2021-11-05,213
231,2021-11-06,117
231,2021-11-07,130
231,2021-11-08,136
231,2021-11-09,189
231,2021-11-10,209
231,2021-11-11,186
231,2021-11-12,148
231,2021-11-13,80
231,2021-11-14,94
231,2021-11-15,183
231,2021-11-16,184
231,2021-11-17,182
231,2021-11-18,158
231,2021-11-19,163
231,2021-11-20,91
231,2021-11-21,110
231,2021-11-22,121
231,2021-11-23,110
231,2021-11-24,148
231,2021-11-25,166
231,2021-11-26,92
231,2021-11-27,29
231,2021-11-28,90
231,2021-11-29,166
231,2021-11-30,146
232,2021-11-01,104
232,2021-11-02,86
232,2021-11-03,86
232,2021-11-04,92
232,2021-11-05,101
232,2021-11-06,85
232,2021-11-07,93
232,2021-11-08,62
232,2021-11-09,85
232,2021-11-10,86
232,2021-11-11,84
232,2021-11-12,67
232,2021-11-13,80
232,2021-11-14,74
232,2021-11-15,77
232,2021-11-16,74
232,2021-11-17,91
232,2021-11-18,83
232,2021-11-19,78
232,2021-11-20,87
232,2021-11-21,93
232,2021-11-22,83
232,2021-11-23,73
232,2021-11-24,82
232,2021-11-25,67
232,2021-11-26,52
232,2021-11-27,37
232,2021-11-28,70
232,2021-11-29,73
232,2021-11-30,54
233,2021-11-01,4
233,2021-11-02,9
233,2021-11-03,10
233,2021-11-04,12
233,2021-11-05,15
233,2021-11-06,11
233,2021-11-07,24
233,2021-11-08,11
233,2021-11-09,15
233,2021-11-10,10
233,2021-11-11,17
233,2021-11-12,10
233,2021-11-13,16
233,2021-11-14,21
233,2021-11-15,12
233,2021-11-16,10
233,2021-11-17,15
233,2021-11-18,8
233,2021-11-19,16
233,2021-11-20,22
233,2021-11-21,19
233,2021-11-22,9
233,2021-11-23,7
233,2021-11-24,14
233,2021-11-25,22
233,2021-11-26,6
233,2021-11-27,7
233,2021-11-28,24
233,2021-11-29,14
233,2021-11-30,10
234,2021-11-01,39
234,2021-11-02,42
234,2021-11-03,28
234,2021-11-04,29
234,2021-11-05,28
234,2021-11-06,39
234,2021-11-07,32
234,2021-11-08,23
234,2021-11-09,36
234,2021-11-10,32
234,2021-11-11,26
234,2021-11-12,22
234,2021-11-13,34
234,2021-11-14,27
234,2021-11-15,31
234,2021-11-16,21
234,2021-11-17,45
234,2021-11-18,22
234,2021-11-19,26
234,2021-11-20,30
234,2021-11-21,29
234,2021-11-22,28
234,2021-11-23,18
234,2021-11-24,34
234,2021-11-25,23
234,2021-11-26,26
234,2021-11-27,11
234,2021-11-28,37
234,2021-11-29,17
234,2021-11-30,21
235,2021-11-01,199
235,2021-11-02,208
235,2021-11-03,176
235,2021-11-04,196
235,2021-11-05,210
235,2021-11-06,104
235,2021-11-07,81
235,2021-11-08,131
235,2021-11-09,186
235,2021-11-10,164
235,2021-11-11,186
235,2021-11-12,122
235,2021-11-13,67
235,2021-11-14,86
235,2021-11-15,203
235,2021-11-16,198
235,2021-11-17,177
235,2021-11-18,147
235,2021-11-19,175
235,2021-11-20,62
235,2021-11-21,86
235,2021-11-22,145
235,2021-11-23,92
235,2021-11-24,187
235,2021-11-25,169
235,2021-11-26,74
235,2021-11-27,28
235,2021-11-28,86
235,2021-11-29,186
235,2021-11-30,169
236,2021-11-01,43
236,2021-11-02,71
236,2021-11-03,59
236,2021-11-04,59
236,2021-11-05,57
236,2021-11-06,62
236,2021-11-07,94
236,2021-11-08,30
236,2021-11-09,68
236,2021-11-10,63
236,2021-11-11,68
236,2021-11-12,57
236,2021-11-13,39
236,2021-11-14,62
236,2021-11-15,47
236,2021-11-16,78
236,2021-11-17,77
236,2021-11-18,49
236,2021-11-19,72
236,2021-11-20,64
236,2021-11-21,51
236,2021-11-22,44
236,2021-11-23,45
236,2021-11-24,58
236,2021-11-25,60
236,2021-11-26,52
236,2021-11-27,21
236,2021-11-28,45
236,2021-11-29,61
236,2021-11-30,59
238,2021-11-01,160
238,2021-11-02,173
238,2021-11-03,170
238,2021-11-04,179
238,2021-11-05,198
238,2021-11-06,28
238,2021-11-07,37
238,2021-11-08,124
238,2021-11-09,173
238,2021-11-10,147
238,2021-11-11,205
238,2021-11-12,108
238,2021-11-13,12
238,2021-11-14,27
238,2021-11-15,161
238,2021-11-16,148
238,2021-11-17,137
238,2021-11-18,80
238,2021-11-19,95
238,2021-11-20,15
238,2021-11-21,15
238,2021-11-22,88
238,2021-11-23,82
238,2021-11-24,103
238,2021-11-25,101
238,2021-11-26,73
238,2021-11-27,2
238,2021-11-28,7
238,2021-11-29,102
238,2021-11-30,89
239,2021-11-01,20
239,2021-11-02,17
239,2021-11-03,17
239,2021-11-04,18
239,2021-11-05,21
239,2021-11-06,19
239,2021-11-07,14
239,2021-11-08,9
239,2021-11-09,16
239,2021-11-10,14
239,2021-11-11,19
239,2021-11-12,16
239,2021-11-13,10
239,2021-11-14,19
239,2021-11-15,23
239,2021-11-16,8
239,2021-11-17,21
239,2021-11-18,8
239,2021-11-19,16
239,2021-11-20,7
239,2021-11-21,13
239,2021-11-22,17
239,2021-11-23,6
239,2021-11-24,13
239,2021-11-25,16
239,2021-11-26,9
239,2021-11-27,6
239,2021-11-28,11
239,2021-11-29,14
239,2021-11-30,7
240,2021-11-09,36
240,2021-11-10,46
240,2021-11-11,37
240,2021-11-12,45
240,2021-11-13,25
240,2021-11-14,47
240,2021-11-15,55
240,2021-11-16,53
240,2021-11-17,60
240,2021-11-18,40
240,2021-11-19,58
240,2021-11-20,27
240,2021-11-21,37
240,2021-11-22,38
240,2021-11-23,38
240,2021-11-24,56
240,2021-11-25,61
240,2021-11-26,39
240,2021-11-27,11
240,2021-11-28,31
240,2021-11-29,62
240,2021-11-30,52
241,2021-11-01,118
241,2021-11-02,135
241,2021-11-03,115
241,2021-11-04,139
241,2021-11-05,160
241,2021-11-06,158
241,2021-11-07,134
241,2021-11-08,70
241,2021-11-09,139
241,2021-11-10,101
241,2021-11-11,144
241,2021-11-12,84
241,2021-11-13,75
241,2021-11-14,89
241,2021-11-15,100
241,2021-11-16,101
241,2021-11-17,74
241,2021-11-18,80
241,2021-11-19,83
241,2021-11-20,56
241,2021-11-21,81
241,2021-11-22,49
241,2021-11-23,34
241,2021-11-24,76
241,2021-11-25,71
241,2021-11-26,33
241,2021-11-27,7
241,2021-11-28,88
241,2021-11-29,86
241,2021-11-30,61
242,2021-11-01,24
242,2021-11-02,44
242,2021-11-03,23
242,2021-11-04,44
242,2021-11-05,55
242,2021-11-06,94
242,2021-11-07,126
242,2021-11-08,14
242,2021-11-09,39
242,2021-11-10,40
242,2021-11-11,58
242,2021-11-12,26
242,2021-11-13,64
242,2021-11-14,84
242,2021-11-15,52
242,2021-11-16,48
242,2021-11-17,55
242,2021-11-18,19
242,2021-11-19,44
242,2021-11-20,45
242,2021-11-21,94
242,2021-11-22,15
242,2021-11-23,11
242,2021-11-24,33
242,2021-11-25,25
242,2021-11-26,16
242,2021-11-27,9
242,2021-11-28,60
242,2021-11-29,25
242,2021-11-30,20
243,2021-11-01,7
243,2021-11-02,12
243,2021-11-03,6
243,2021-11-04,7
243,2021-11-05,16
243,2021-11-06,15
243,2021-11-07,18
243,2021-11-08,8
243,2021-11-09,7
243,2021-11-10,13
243,2021-11-11,8
243,2021-11-12,5
243,2021-11-13,9
243,2021-11-14,12
243,2021-11-15,15
243,2021-11-16,8
243,2021-11-17,11
243,2021-11-18,6
243,2021-11-19,11
243,2021-11-20,11
243,2021-11-21,21
243,2021-11-22,4
243,2021-11-23,11
243,2021-11-24,12
243,2021-11-25,7
243,2021-11-26,9
243,2021-11-27,5
243,2021-11-28,14
243,2021-11-29,9
243,2021-11-30,7
244,2021-11-01,179
244,2021-11-02,184
244,2021-11-03,158
244,2021-11-04,212
244,2021-11-05,229
244,2021-11-06,176
244,2021-11-07,149
244,2021-11-08,137
244,2021-11-09,170
244,2021-11-10,182
244,2021-11-11,201
244,2021-11-12,141
244,2021-11-13,123
244,2021-11-14,169
244,2021-11-15,192
244,2021-11-16,196
244,2021-11-17,198
244,2021-11-18,147
244,2021-11-19,195
244,2021-11-20,127
244,2021-11-21,165
244,2021-11-22,111
244,2021-11-23,99
244,2021-11-24,176
244,2021-11-25,155
244,2021-11-26,82
244,2021-11-27,40
244,2021-11-28,118
244,2021-11-29,186
244,2021-11-30,140
245,2021-11-01,424
245,2021-11-02,359
245,2021-11-03,392
245,2021-11-04,376
245,2021-11-05,400
245,2021-11-06,345
245,2021-11-07,293
245,2021-11-08,246
245,2021-11-09,401
245,2021-11-10,377
245,2021-11-11,395
245,2021-11-12,270
245,2021-11-13,223
245,2021-11-14,249
245,2021-11-15,394
245,2021-11-16,405
245,2021-11-17,374
245,2021-11-18,296
245,2021-11-19,375
245,2021-11-20,199
245,2021-11-21,300
245,2021-11-22,256
245,2021-11-23,230
245,2021-11-24,391
245,2021-11-25,370
245,2021-11-26,240
245,2021-11-27,85
245,2021-11-28,249
245,2021-11-29,372
245,2021-11-30,318
246,2021-11-01,6
246,2021-11-02,11
246,2021-11-03,10
246,2021-11-04,8
246,2021-11-05,14
246,2021-11-06,22
246,2021-11-07,19
246,2021-11-08,3
246,2021-11-09,5
246,2021-11-10,6
246,2021-11-11,1
246,2021-11-12,14
246,2021-11-13,13
246,2021-11-14,19
246,2021-11-15,8
246,2021-11-16,11
246,2021-11-17,9
246,2021-11-18,1
246,2021-11-19,10
246,2021-11-20,11
246,2021-11-21,17
246,2021-11-22,2
246,2021-11-23,4
246,2021-11-24,9
246,2021-11-25,7
246,2021-11-26,4
246,2021-11-28,5
246,2021-11-29,7
246,2021-11-30,5
247,2021-11-01,20
247,2021-11-02,13
247,2021-11-03,10
247,2021-11-04,23
247,2021-11-05,26
247,2021-11-06,41
247,2021-11-07,30
247,2021-11-08,19
247,2021-11-09,14
247,2021-11-10,19
247,2021-11-11,23
247,2021-11-12,16
247,2021-11-13,7
247,2021-11-14,23
247,2021-11-15,24
247,2021-11-16,27
247,2021-11-17,27
247,2021-11-18,12
247,2021-11-19,25
247,2021-11-20,18
247,2021-11-21,40
247,2021-11-22,16
247,2021-11-23,9
247,2021-11-24,18
247,2021-11-25,17
247,2021-11-26,8
247,2021-11-27,10
247,2021-11-28,25
247,2021-11-29,21
247,2021-11-30,18
248,2021-11-01,113
248,2021-11-02,126
248,2021-11-03,107
248,2021-11-04,146
248,2021-11-05,142
248,2021-11-06,93
248,2021-11-07,79
248,2021-11-08,82
248,2021-11-09,131
248,2021-11-10,92
248,2021-11-11,126
248,2021-11-12,88
248,2021-11-13,65
248,2021-11-14,70
248,2021-11-15,133
248,2021-11-16,119
248,2021-11-17,147
248,2021-11-18,96
248,2021-11-19,118
248,2021-11-20,50
248,2021-11-21,78
248,2021-11-22,99
248,2021-11-23,60
248,2021-11-24,110
248,2021-11-25,103
248,2021-11-26,50
248,2021-11-27,21
248,2021-11-28,70
248,2021-11-29,119
248,2021-11-30,106
249,2021-11-01,177
249,2021-11-02,161
249,2021-11-03,159
249,2021-11-04,176
249,2021-11-05,181
249,2021-11-06,206
249,2021-11-07,204
249,2021-11-08,139
249,2021-11-09,129
249,2021-11-10,163
249,2021-11-11,155
249,2021-11-12,139
249,2021-11-13,157
249,2021-11-14,175
249,2021-11-15,143
249,2021-11-16,154
249,2021-11-17,154
249,2021-11-18,166
249,2021-11-19,185
249,2021-11-20,130
249,2021-11-21,182
249,2021-11-22,108
249,2021-11-23,110
249,2021-11-24,164
249,2021-11-25,161
249,2021-11-26,88
249,2021-11-27,67
249,2021-11-28,159
249,2021-11-29,159
249,2021-11-30,146
250,2021-11-01,129
250,2021-11-02,132
250,2021-11-03,99
250,2021-11-04,138
250,2021-11-05,119
250,2021-11-06,154
250,2021-11-07,131
250,2021-11-08,113
250,2021-11-09,129
250,2021-11-10,137
250,2021-11-11,126
250,2021-11-12,104
250,2021-11-13,96
250,2021-11-14,95
250,2021-11-15,130
250,2021-11-16,126
250,2021-11-17,127
250,2021-11-18,80
250,2021-11-19,161
250,2021-11-20,85
250,2021-11-21,116
250,2021-11-22,75
250,2021-11-23,79
250,2021-11-24,133
250,2021-11-25,107
250,2021-11-26,78
250,2021-11-27,25
250,2021-11-28,103
250,2021-11-29,130
250,2021-11-30,89
251,2021-11-01,81
251,2021-11-02,84
251,2021-11-03,80
251,2021-11-04,80
251,2021-11-05,105
251,2021-11-06,84
251,2021-11-07,97
251,2021-11-08,51
251,2021-11-09,85
251,2021-11-10,80
251,2021-11-11,75
251,2021-11-12,58
251,2021-11-13,63
251,2021-11-14,79
251,2021-11-15,76
251,2021-11-16,76
251,2021-11-17,103
251,2021-11-18,90
251,2021-11-19,103
251,2021-11-20,73
251,2021-11-21,76
251,2021-11-22,44
251,2021-11-23,60
251,2021-11-24,80
251,2021-11-25,101
251,2021-11-26,68
251,2021-11-27,33
251,2021-11-28,76
251,2021-11-29,77
251,2021-11-30,80
252,2021-11-01,85
252,2021-11-02,94
252,2021-11-03,116
252,2021-11-04,92
252,2021-11-05,87
252,2021-11-06,110
252,2021-11-07,102
252,2021-11-08,57
252,2021-11-09,85
252,2021-11-10,86
252,2021-11-11,74
252,2021-11-12,72
252,2021-11-13,71
252,2021-11-14,89
252,2021-11-15,73
252,2021-11-16,101
252,2021-11-17,102
252,2021-11-18,69
252,2021-11-19,94
252,2021-11-20,66
252,2021-11-21,103
252,2021-11-22,66
252,2021-11-23,56
252,2021-11-24,75
252,2021-11-25,87
252,2021-11-26,43
252,2021-11-27,55
252,2021-11-28,84
252,2021-11-29,108
252,2021-11-30,87
253,2021-11-01,44
253,2021-11-02,39
253,2021-11-03,48
253,2021-11-04,37
253,2021-11-05,36
253,2021-11-06,42
253,2021-11-07,49
253,2021-11-08,21
253,2021-11-09,43
253,2021-11-10,37
253,2021-11-11,53
253,2021-11-12,37
253,2021-11-13,28
253,2021-11-14,53
253,2021-11-15,39
253,2021-11-16,46
253,2021-11-17,38
253,2021-11-18,33
253,2021-11-19,45
253,2021-11-20,56
253,2021-11-21,41
253,2021-11-22,34
253,2021-11-23,29
253,2021-11-24,37
253,2021-11-25,39
253,2021-11-26,29
253,2021-11-27,12
253,2021-11-28,48
253,2021-11-29,51
253,2021-11-30,45
254,2021-11-01,58
254,2021-11-02,70
254,2021-11-03,62
254,2021-11-04,47
254,2021-11-05,56
254,2021-11-06,22
254,2021-11-07,20
254,2021-11-08,40
254,2021-11-09,62
254,2021-11-10,56
254,2021-11-11,68
254,2021-11-12,49
254,2021-11-13,20
254,2021-11-14,22
254,2021-11-15,62
254,2021-11-16,61
254,2021-11-17,59
254,2021-11-18,33
254,2021-11-19,48
254,2021-11-20,20
254,2021-11-21,15
254,2021-11-22,49
254,2021-11-23,37
254,2021-11-24,53
254,2021-11-25,64
254,2021-11-26,42
254,2021-11-27,19
254,2021-11-28,18
254,2021-11-29,61
254,2021-11-30,55
255,2021-11-01,220
255,2021-11-02,176
255,2021-11-03,189
255,2021-11-04,215
255,2021-11-05,231
255,2021-11-06,140
255,2021-11-07,131
255,2021-11-08,157
255,2021-11-09,183
255,2021-11-10,166
255,2021-11-11,170
255,2021-11-12,150
255,2021-11-13,98
255,2021-11-14,87
255,2021-11-15,181
255,2021-11-16,166
255,2021-11-17,201
255,2021-11-18,137
255,2021-11-19,146
255,2021-11-20,70
255,2021-11-21,108
255,2021-11-22,111
255,2021-11-23,98
255,2021-11-24,136
255,2021-11-25,121
255,2021-11-26,70
255,2021-11-27,25
255,2021-11-28,90
255,2021-11-29,131
255,2021-11-30,99
256,2021-11-01,50
256,2021-11-02,42
256,2021-11-03,35
256,2021-11-04,34
256,2021-11-05,45
256,2021-11-06,47
256,2021-11-07,41
256,2021-11-08,26
256,2021-11-09,33
256,2021-11-10,36
256,2021-11-11,41
256,2021-11-12,35
256,2021-11-13,28
256,2021-11-14,31
256,2021-11-15,44
256,2021-11-16,35
256,2021-11-17,42
256,2021-11-18,43
256,2021-11-19,32
256,2021-11-20,28
256,2021-11-21,28
256,2021-11-22,35
256,2021-11-23,24
256,2021-11-24,40
256,2021-11-25,36
256,2021-11-26,36
256,2021-11-27,9
256,2021-11-28,28
256,2021-11-29,41
256,2021-11-30,29
257,2021-11-01,69
257,2021-11-02,62
257,2021-11-03,53
257,2021-11-04,71
257,2021-11-05,73
257,2021-11-06,89
257,2021-11-07,96
257,2021-11-08,27
257,2021-11-09,59
257,2021-11-10,61
257,2021-11-11,68
257,2021-11-12,38
257,2021-11-13,58
257,2021-11-14,65
257,2021-11-15,67
257,2021-11-16,61
257,2021-11-17,68
257,2021-11-18,56
257,2021-11-19,60
257,2021-11-20,52
257,2021-11-21,93
257,2021-11-22,27
257,2021-11-23,38
257,2021-11-24,63
257,2021-11-25,68
257,2021-11-26,42
257,2021-11-27,27
257,2021-11-28,75
257,2021-11-29,78
257,2021-11-30,56
258,2021-11-01,96
258,2021-11-02,90
258,2021-11-03,102
258,2021-11-04,106
258,2021-11-05,92
258,2021-11-06,107
258,2021-11-07,79
258,2021-11-08,53
258,2021-11-09,91
258,2021-11-10,80
258,2021-11-11,104
258,2021-11-12,74
258,2021-11-13,60
258,2021-11-14,53
258,2021-11-15,78
258,2021-11-16,93
258,2021-11-17,80
258,2021-11-18,56
258,2021-11-19,92
258,2021-11-20,33
258,2021-11-21,67
258,2021-11-22,30
258,2021-11-23,46
258,2021-11-24,61
258,2021-11-25,80
258,2021-11-26,38
258,2021-11-27,16
258,2021-11-28,68
258,2021-11-29,67
258,2021-11-30,51
259,2021-11-01,324
259,2021-11-02,305
259,2021-11-03,333
259,2021-11-04,334
259,2021-11-05,366
259,2021-11-06,219
259,2021-11-07,182
259,2021-11-08,218
259,2021-11-09,279
259,2021-11-10,304
259,2021-11-11,340
259,2021-11-12,245
259,2021-11-13,118
259,2021-11-14,173
259,2021-11-15,291
259,2021-11-16,332
259,2021-11-17,338
259,2021-11-18,251
259,2021-11-19,279
259,2021-11-20,138
259,2021-11-21,192
259,2021-11-22,210
259,2021-11-23,186
259,2021-11-24,304
259,2021-11-25,294
259,2021-11-26,167
259,2021-11-27,59
259,2021-11-28,155
259,2021-11-29,267
259,2021-11-30,262
260,2021-11-01,41
260,2021-11-02,44
260,2021-11-03,23
260,2021-11-04,34
260,2021-11-05,36
260,2021-11-06,19
