rent_sno,date,0
107,2021-11-02,59
107,2021-11-03,52
107,2021-11-04,55
107,2021-11-05,60
107,2021-11-06,15
107,2021-11-07,19
107,2021-11-08,51
107,2021-11-09,48
107,2021-11-10,54
107,2021-11-11,60
107,2021-11-12,46
107,2021-11-13,18
107,2021-11-14,19
107,2021-11-15,81
107,2021-11-16,52
107,2021-11-17,62
107,2021-11-18,52
107,2021-11-19,74
107,2021-11-20,20
107,2021-11-21,19
107,2021-11-22,43
107,2021-11-23,42
107,2021-11-24,42
107,2021-11-25,61
107,2021-11-26,23
107,2021-11-27,6
107,2021-11-28,12
107,2021-11-29,54
107,2021-11-30,51
108,2021-11-01,157
108,2021-11-02,137
108,2021-11-03,144
108,2021-11-04,147
108,2021-11-05,188
108,2021-11-06,132
108,2021-11-07,93
108,2021-11-08,94
108,2021-11-09,137
108,2021-11-10,149
108,2021-11-11,142
108,2021-11-12,114
108,2021-11-13,111
108,2021-11-14,116
108,2021-11-15,155
108,2021-11-16,155
108,2021-11-17,134
108,2021-11-18,133
108,2021-11-19,167
108,2021-11-20,117
108,2021-11-21,119
108,2021-11-22,100
108,2021-11-23,97
108,2021-11-24,154
108,2021-11-25,128
108,2021-11-26,116
108,2021-11-27,43
108,2021-11-28,112
108,2021-11-29,160
108,2021-11-30,125
109,2021-11-01,40
109,2021-11-02,33
109,2021-11-03,28
109,2021-11-04,27
109,2021-11-05,53
109,2021-11-06,43
109,2021-11-07,82
109,2021-11-08,24
109,2021-11-09,38
109,2021-11-10,24
109,2021-11-11,46
109,2021-11-12,19
109,2021-11-13,22
109,2021-11-14,92
109,2021-11-15,37
109,2021-11-16,41
109,2021-11-17,36
109,2021-11-18,16
109,2021-11-19,48
109,2021-11-20,34
109,2021-11-21,78
109,2021-11-22,15
109,2021-11-23,15
109,2021-11-24,28
109,2021-11-25,33
109,2021-11-26,18
109,2021-11-27,14
109,2021-11-28,52
109,2021-11-29,40
109,2021-11-30,14
110,2021-11-01,113
110,2021-11-02,122
110,2021-11-03,118
110,2021-11-04,135
110,2021-11-05,141
110,2021-11-06,95
110,2021-11-07,70
110,2021-11-08,99
110,2021-11-09,134
110,2021-11-10,128
110,2021-11-11,140
110,2021-11-12,106
110,2021-11-13,57
110,2021-11-14,62
110,2021-11-15,129
110,2021-11-16,134
110,2021-11-17,159
110,2021-11-18,101
110,2021-11-19,132
110,2021-11-20,64
110,2021-11-21,100
110,2021-11-22,114
110,2021-11-23,83
110,2021-11-24,136
110,2021-11-25,121
110,2021-11-26,93
110,2021-11-27,23
110,2021-11-28,62
110,2021-11-29,140
110,2021-11-30,124
111,2021-11-01,298
111,2021-11-02,284
111,2021-11-03,239
111,2021-11-04,298
111,2021-11-05,338
111,2021-11-06,294
111,2021-11-07,237
111,2021-11-08,208
111,2021-11-09,285
111,2021-11-10,294
111,2021-11-11,354
111,2021-11-12,258
111,2021-11-13,210
111,2021-11-14,224
111,2021-11-15,316
111,2021-11-16,299
111,2021-11-17,293
111,2021-11-18,239
111,2021-11-19,339
111,2021-11-20,207
111,2021-11-21,311
111,2021-11-22,228
111,2021-11-23,170
111,2021-11-24,270
111,2021-11-25,224
111,2021-11-26,143
111,2021-11-27,64
111,2021-11-28,236
111,2021-11-29,267
111,2021-11-30,206
112,2021-11-01,100
112,2021-11-02,80
112,2021-11-03,108
112,2021-11-04,112
112,2021-11-05,106
112,2021-11-06,103
112,2021-11-07,107
112,2021-11-08,80
112,2021-11-09,114
112,2021-11-10,88
112,2021-11-11,138
112,2021-11-12,77
112,2021-11-13,71
112,2021-11-14,103
112,2021-11-15,129
112,2021-11-16,87
112,2021-11-17,103
112,2021-11-18,84
112,2021-11-19,100
112,2021-11-20,88
112,2021-11-21,111
112,2021-11-22,81
112,2021-11-23,68
112,2021-11-24,104
112,2021-11-25,101
112,2021-11-26,80
112,2021-11-27,41
112,2021-11-28,101
112,2021-11-29,87
112,2021-11-30,84
113,2021-11-01,117
113,2021-11-02,113
113,2021-11-03,102
113,2021-11-04,116
113,2021-11-05,112
113,2021-11-06,85
113,2021-11-07,83
113,2021-11-08,78
113,2021-11-09,97
113,2021-11-10,109
113,2021-11-11,115
113,2021-11-12,82
113,2021-11-13,49
113,2021-11-14,68
113,2021-11-15,92
113,2021-11-16,109
113,2021-11-17,101
113,2021-11-18,73
113,2021-11-19,81
113,2021-11-20,38
113,2021-11-21,66
113,2021-11-22,45
113,2021-11-23,46
113,2021-11-24,80
113,2021-11-25,78
113,2021-11-26,34
113,2021-11-27,18
113,2021-11-28,55
113,2021-11-29,74
113,2021-11-30,61
114,2021-11-01,155
114,2021-11-02,153
114,2021-11-03,152
114,2021-11-04,123
114,2021-11-05,175
114,2021-11-06,156
114,2021-11-07,145
114,2021-11-08,116
114,2021-11-09,140
114,2021-11-10,155
114,2021-11-11,149
114,2021-11-12,153
114,2021-11-13,153
114,2021-11-14,135
114,2021-11-15,163
114,2021-11-16,148
114,2021-11-17,174
114,2021-11-18,146
114,2021-11-19,161
114,2021-11-20,147
114,2021-11-21,125
114,2021-11-22,150
114,2021-11-23,132
114,2021-11-24,140
114,2021-11-25,180
114,2021-11-26,123
114,2021-11-27,44
114,2021-11-28,106
114,2021-11-29,158
114,2021-11-30,142
115,2021-11-01,394
115,2021-11-02,343
115,2021-11-03,293
115,2021-11-04,345
115,2021-11-05,338
115,2021-11-06,346
115,2021-11-07,330
115,2021-11-08,188
115,2021-11-09,296
115,2021-11-10,277
115,2021-11-11,243
115,2021-11-12,272
115,2021-11-13,200
115,2021-11-14,260
115,2021-11-15,267
115,2021-11-16,300
115,2021-11-17,272
115,2021-11-18,178
115,2021-11-19,311
115,2021-11-20,224
115,2021-11-21,246
115,2021-11-22,172
115,2021-11-23,145
115,2021-11-24,234
115,2021-11-25,270
115,2021-11-26,161
115,2021-11-27,80
115,2021-11-28,230
115,2021-11-29,302
115,2021-11-30,182
116,2021-11-01,46
116,2021-11-02,58
116,2021-11-03,54
116,2021-11-04,47
116,2021-11-05,57
116,2021-11-06,48
116,2021-11-07,61
116,2021-11-08,34
116,2021-11-09,66
116,2021-11-10,62
116,2021-11-11,56
116,2021-11-12,42
116,2021-11-13,46
116,2021-11-14,42
116,2021-11-15,49
116,2021-11-16,54
116,2021-11-17,53
116,2021-11-18,39
116,2021-11-19,61
116,2021-11-20,53
116,2021-11-21,55
116,2021-11-22,47
116,2021-11-23,40
116,2021-11-24,44
116,2021-11-25,65
116,2021-11-26,38
116,2021-11-27,8
116,2021-11-28,60
116,2021-11-29,52
116,2021-11-30,65
117,2021-11-01,276
117,2021-11-02,303
117,2021-11-03,303
117,2021-11-04,333
117,2021-11-05,352
117,2021-11-06,350
117,2021-11-07,344
117,2021-11-08,257
117,2021-11-09,320
117,2021-11-10,359
117,2021-11-11,344
117,2021-11-12,337
117,2021-11-13,279
117,2021-11-14,313
117,2021-11-15,370
117,2021-11-16,345
117,2021-11-17,349
117,2021-11-18,276
117,2021-11-19,342
117,2021-11-20,316
117,2021-11-21,319
117,2021-11-22,267
117,2021-11-23,271
117,2021-11-24,335
117,2021-11-25,328
117,2021-11-26,263
117,2021-11-27,137
117,2021-11-28,284
117,2021-11-29,318
117,2021-11-30,278
118,2021-11-01,86
118,2021-11-02,82
118,2021-11-03,80
118,2021-11-04,100
118,2021-11-05,108
118,2021-11-06,70
118,2021-11-07,100
118,2021-11-08,89
118,2021-11-09,101
118,2021-11-10,138
118,2021-11-11,148
118,2021-11-12,103
118,2021-11-13,71
118,2021-11-14,84
118,2021-11-15,118
118,2021-11-16,129
118,2021-11-17,94
118,2021-11-18,100
118,2021-11-19,120
118,2021-11-20,89
118,2021-11-21,65
118,2021-11-22,100
118,2021-11-23,102
118,2021-11-24,120
118,2021-11-25,125
118,2021-11-26,120
118,2021-11-27,52
118,2021-11-28,82
118,2021-11-29,135
118,2021-11-30,93
119,2021-11-01,289
119,2021-11-02,286
119,2021-11-03,274
119,2021-11-04,276
119,2021-11-05,308
119,2021-11-06,242
119,2021-11-07,226
119,2021-11-08,230
119,2021-11-09,297
119,2021-11-10,275
119,2021-11-11,339
119,2021-11-12,231
119,2021-11-13,183
119,2021-11-14,193
119,2021-11-15,289
119,2021-11-16,314
119,2021-11-17,307
119,2021-11-18,274
119,2021-11-19,313
119,2021-11-20,153
119,2021-11-21,258
119,2021-11-22,235
119,2021-11-23,181
119,2021-11-24,298
119,2021-11-25,286
119,2021-11-26,211
119,2021-11-27,51
119,2021-11-28,154
119,2021-11-29,324
119,2021-11-30,260
120,2021-11-01,233
120,2021-11-02,236
120,2021-11-03,231
120,2021-11-04,256
120,2021-11-05,306
120,2021-11-06,268
120,2021-11-07,231
120,2021-11-08,214
120,2021-11-09,243
120,2021-11-10,130
120,2021-11-11,276
120,2021-11-12,212
120,2021-11-13,171
120,2021-11-14,222
120,2021-11-15,261
120,2021-11-16,267
120,2021-11-17,279
120,2021-11-18,245
120,2021-11-19,292
120,2021-11-20,187
120,2021-11-21,249
120,2021-11-22,197
120,2021-11-23,162
120,2021-11-24,236
120,2021-11-25,247
120,2021-11-26,184
120,2021-11-27,86
120,2021-11-28,195
120,2021-11-29,288
120,2021-11-30,213
122,2021-11-01,208
122,2021-11-02,225
122,2021-11-03,186
122,2021-11-04,240
122,2021-11-05,252
122,2021-11-06,130
122,2021-11-07,79
122,2021-11-08,150
122,2021-11-09,211
122,2021-11-10,208
122,2021-11-11,214
122,2021-11-12,175
122,2021-11-13,71
122,2021-11-14,90
122,2021-11-15,156
122,2021-11-16,132
122,2021-11-17,159
122,2021-11-18,160
122,2021-11-19,147
122,2021-11-20,85
122,2021-11-21,95
122,2021-11-22,103
122,2021-11-23,95
122,2021-11-24,116
122,2021-11-25,169
122,2021-11-26,74
122,2021-11-27,23
122,2021-11-28,56
122,2021-11-29,102
122,2021-11-30,99
123,2021-11-01,79
123,2021-11-02,96
123,2021-11-03,76
123,2021-11-04,79
123,2021-11-05,93
123,2021-11-06,98
123,2021-11-07,105
123,2021-11-08,68
123,2021-11-09,89
123,2021-11-10,98
123,2021-11-11,104
123,2021-11-12,94
123,2021-11-13,90
123,2021-11-14,108
123,2021-11-15,81
123,2021-11-16,87
123,2021-11-17,92
123,2021-11-18,81
123,2021-11-19,97
123,2021-11-20,107
123,2021-11-21,133
123,2021-11-22,61
123,2021-11-23,75
123,2021-11-24,86
123,2021-11-25,91
123,2021-11-26,71
123,2021-11-27,33
123,2021-11-28,88
123,2021-11-29,90
123,2021-11-30,53
125,2021-11-01,75
125,2021-11-02,62
125,2021-11-03,71
125,2021-11-04,66
125,2021-11-05,89
125,2021-11-06,92
125,2021-11-07,95
125,2021-11-08,55
125,2021-11-09,53
125,2021-11-10,46
125,2021-11-11,87
125,2021-11-12,51
125,2021-11-13,50
125,2021-11-14,71
125,2021-11-15,54
125,2021-11-16,49
125,2021-11-17,78
125,2021-11-18,48
125,2021-11-19,87
125,2021-11-20,39
125,2021-11-21,85
125,2021-11-22,30
125,2021-11-23,38
125,2021-11-24,76
125,2021-11-25,84
125,2021-11-26,56
125,2021-11-27,16
125,2021-11-28,63
125,2021-11-29,73
125,2021-11-30,41
126,2021-11-01,101
126,2021-11-02,88
126,2021-11-03,105
126,2021-11-04,108
126,2021-11-05,119
126,2021-11-06,24
126,2021-11-07,25
126,2021-11-08,56
126,2021-11-09,111
126,2021-11-10,104
126,2021-11-11,108
126,2021-11-12,57
126,2021-11-13,25
126,2021-11-14,21
126,2021-11-15,72
126,2021-11-16,112
126,2021-11-17,131
126,2021-11-18,84
126,2021-11-19,100
126,2021-11-20,27
126,2021-11-21,39
126,2021-11-22,62
126,2021-11-23,46
126,2021-11-24,96
126,2021-11-25,99
126,2021-11-26,45
126,2021-11-27,15
126,2021-11-28,28
126,2021-11-29,109
126,2021-11-30,91
127,2021-11-01,44
127,2021-11-02,36
127,2021-11-03,53
127,2021-11-04,45
127,2021-11-05,56
127,2021-11-06,49
127,2021-11-07,49
127,2021-11-08,22
127,2021-11-09,46
127,2021-11-10,45
127,2021-11-11,50
127,2021-11-12,36
127,2021-11-13,24
127,2021-11-14,34
127,2021-11-15,50
127,2021-11-16,46
127,2021-11-17,42
127,2021-11-18,28
127,2021-11-19,36
127,2021-11-20,27
127,2021-11-21,51
127,2021-11-22,29
127,2021-11-23,21
127,2021-11-24,41
127,2021-11-25,34
127,2021-11-26,21
127,2021-11-27,12
127,2021-11-28,34
127,2021-11-29,51
127,2021-11-30,36
128,2021-11-01,161
128,2021-11-02,154
128,2021-11-03,113
128,2021-11-04,132
128,2021-11-05,134
128,2021-11-06,144
128,2021-11-07,148
128,2021-11-08,83
128,2021-11-09,165
128,2021-11-10,123
128,2021-11-11,149
128,2021-11-12,106
128,2021-11-13,98
128,2021-11-14,124
128,2021-11-15,160
128,2021-11-16,134
128,2021-11-17,153
128,2021-11-18,90
128,2021-11-19,122
128,2021-11-20,66
128,2021-11-21,137
128,2021-11-22,91
128,2021-11-23,74
128,2021-11-24,99
128,2021-11-25,124
128,2021-11-26,53
128,2021-11-27,25
128,2021-11-28,134
128,2021-11-29,147
128,2021-11-30,125
129,2021-11-01,77
129,2021-11-02,75
129,2021-11-03,55
129,2021-11-04,69
129,2021-11-05,90
129,2021-11-06,37
129,2021-11-07,51
129,2021-11-08,55
129,2021-11-09,87
129,2021-11-10,75
129,2021-11-11,67
129,2021-11-12,57
129,2021-11-13,39
129,2021-11-14,43
129,2021-11-15,65
129,2021-11-16,61
129,2021-11-17,82
129,2021-11-18,54
129,2021-11-19,65
129,2021-11-20,29
129,2021-11-21,61
129,2021-11-22,45
129,2021-11-23,39
129,2021-11-24,68
129,2021-11-25,65
129,2021-11-26,45
129,2021-11-27,12
129,2021-11-28,33
129,2021-11-29,52
129,2021-11-30,42
130,2021-11-01,168
130,2021-11-02,171
130,2021-11-03,150
130,2021-11-04,178
130,2021-11-05,193
130,2021-11-06,173
130,2021-11-07,150
130,2021-11-08,108
130,2021-11-09,137
130,2021-11-10,168
130,2021-11-11,193
130,2021-11-12,131
130,2021-11-13,101
130,2021-11-14,145
130,2021-11-15,158
130,2021-11-16,183
130,2021-11-17,187
130,2021-11-18,145
130,2021-11-19,163
130,2021-11-20,118
130,2021-11-21,137
130,2021-11-22,115
130,2021-11-23,115
130,2021-11-24,172
130,2021-11-25,158
130,2021-11-26,94
130,2021-11-27,54
130,2021-11-28,127
130,2021-11-29,149
130,2021-11-30,136
131,2021-11-01,78
131,2021-11-02,86
131,2021-11-03,82
131,2021-11-04,64
131,2021-11-05,85
131,2021-11-06,17
131,2021-11-07,17
131,2021-11-08,58
131,2021-11-09,71
131,2021-11-10,70
131,2021-11-11,88
131,2021-11-12,78
131,2021-11-13,5
131,2021-11-14,13
131,2021-11-15,95
131,2021-11-16,80
131,2021-11-17,71
131,2021-11-18,38
131,2021-11-19,75
131,2021-11-20,10
131,2021-11-21,24
131,2021-11-22,67
131,2021-11-23,49
131,2021-11-24,64
131,2021-11-25,78
131,2021-11-26,40
131,2021-11-27,4
131,2021-11-28,14
131,2021-11-29,75
131,2021-11-30,55
132,2021-11-01,267
132,2021-11-02,277
132,2021-11-03,308
132,2021-11-04,299
132,2021-11-05,378
132,2021-11-06,334
132,2021-11-07,378
132,2021-11-08,265
132,2021-11-09,275
132,2021-11-10,314
132,2021-11-11,330
132,2021-11-12,257
132,2021-11-13,239
132,2021-11-14,296
132,2021-11-15,288
132,2021-11-16,362
132,2021-11-17,327
132,2021-11-18,272
132,2021-11-19,370
132,2021-11-20,263
132,2021-11-21,408
132,2021-11-22,225
132,2021-11-23,203
132,2021-11-24,314
132,2021-11-25,288
132,2021-11-26,154
132,2021-11-27,125
132,2021-11-28,316
132,2021-11-29,267
132,2021-11-30,199
133,2021-11-01,129
133,2021-11-02,155
133,2021-11-03,133
133,2021-11-04,142
133,2021-11-05,142
133,2021-11-06,165
133,2021-11-07,151
133,2021-11-08,101
133,2021-11-09,163
133,2021-11-10,139
133,2021-11-11,164
133,2021-11-12,129
133,2021-11-13,133
133,2021-11-14,118
133,2021-11-15,153
133,2021-11-16,146
133,2021-11-17,168
133,2021-11-18,136
133,2021-11-19,162
133,2021-11-20,146
133,2021-11-21,113
133,2021-11-22,114
133,2021-11-23,115
133,2021-11-24,137
133,2021-11-25,141
133,2021-11-26,102
133,2021-11-27,55
133,2021-11-28,132
133,2021-11-29,126
133,2021-11-30,121
134,2021-11-01,609
134,2021-11-02,579
134,2021-11-03,572
134,2021-11-04,540
134,2021-11-05,635
134,2021-11-06,481
134,2021-11-07,502
134,2021-11-08,473
134,2021-11-09,634
134,2021-11-10,626
134,2021-11-11,665
134,2021-11-12,542
134,2021-11-13,491
134,2021-11-14,426
134,2021-11-15,637
134,2021-11-16,575
134,2021-11-17,639
134,2021-11-18,604
134,2021-11-19,645
134,2021-11-20,458
134,2021-11-21,446
134,2021-11-22,517
134,2021-11-23,511
134,2021-11-24,604
134,2021-11-25,586
134,2021-11-26,482
134,2021-11-27,196
134,2021-11-28,425
134,2021-11-29,630
134,2021-11-30,547
135,2021-11-01,187
135,2021-11-02,192
135,2021-11-03,166
135,2021-11-04,189
135,2021-11-05,206
135,2021-11-06,187
135,2021-11-07,170
135,2021-11-08,126
135,2021-11-09,192
135,2021-11-10,182
135,2021-11-11,200
135,2021-11-12,172
135,2021-11-13,146
135,2021-11-14,134
135,2021-11-15,200
135,2021-11-16,151
135,2021-11-17,190
135,2021-11-18,160
135,2021-11-19,205
135,2021-11-20,166
135,2021-11-21,158
135,2021-11-22,180
135,2021-11-23,162
135,2021-11-24,175
135,2021-11-25,191
135,2021-11-26,150
135,2021-11-27,75
135,2021-11-28,159
135,2021-11-29,172
135,2021-11-30,151
136,2021-11-01,64
136,2021-11-02,68
136,2021-11-03,55
136,2021-11-04,63
136,2021-11-05,78
136,2021-11-06,55
136,2021-11-07,46
136,2021-11-08,46
136,2021-11-09,58
136,2021-11-10,67
136,2021-11-11,86
136,2021-11-12,66
136,2021-11-13,33
136,2021-11-14,34
136,2021-11-15,63
136,2021-11-16,50
136,2021-11-17,52
136,2021-11-18,51
136,2021-11-19,76
136,2021-11-20,54
136,2021-11-21,56
136,2021-11-22,61
136,2021-11-23,44
136,2021-11-24,53
136,2021-11-25,56
136,2021-11-26,33
136,2021-11-27,19
136,2021-11-28,51
136,2021-11-29,47
136,2021-11-30,38
137,2021-11-01,39
137,2021-11-02,59
137,2021-11-03,65
137,2021-11-04,68
137,2021-11-05,57
137,2021-11-06,60
137,2021-11-07,72
137,2021-11-08,44
137,2021-11-09,68
137,2021-11-10,77
137,2021-11-11,78
137,2021-11-12,52
137,2021-11-13,34
137,2021-11-14,52
137,2021-11-15,49
137,2021-11-16,67
137,2021-11-17,62
137,2021-11-18,50
137,2021-11-19,49
137,2021-11-20,39
137,2021-11-21,50
137,2021-11-22,58
137,2021-11-23,43
137,2021-11-24,77
137,2021-11-25,59
137,2021-11-26,55
137,2021-11-27,19
137,2021-11-28,51
137,2021-11-29,50
137,2021-11-30,52
138,2021-11-01,520
138,2021-11-02,502
138,2021-11-03,414
138,2021-11-04,502
138,2021-11-05,566
138,2021-11-06,406
138,2021-11-07,391
138,2021-11-08,348
138,2021-11-09,490
138,2021-11-10,457
138,2021-11-11,486
138,2021-11-12,398
138,2021-11-13,252
138,2021-11-14,320
138,2021-11-15,442
138,2021-11-16,436
138,2021-11-17,405
138,2021-11-18,352
138,2021-11-19,396
138,2021-11-20,246
138,2021-11-21,363
138,2021-11-22,318
138,2021-11-23,220
138,2021-11-24,376
138,2021-11-25,313
138,2021-11-26,170
138,2021-11-27,90
138,2021-11-28,251
138,2021-11-29,378
138,2021-11-30,312
139,2021-11-01,159
139,2021-11-02,203
139,2021-11-03,163
139,2021-11-04,182
139,2021-11-05,241
139,2021-11-06,236
139,2021-11-07,221
139,2021-11-08,114
139,2021-11-09,161
139,2021-11-10,147
139,2021-11-11,181
139,2021-11-12,145
139,2021-11-13,142
139,2021-11-14,189
139,2021-11-15,162
139,2021-11-16,177
139,2021-11-17,174
139,2021-11-18,124
139,2021-11-19,171
139,2021-11-20,126
139,2021-11-21,213
139,2021-11-22,82
139,2021-11-23,91
139,2021-11-24,153
139,2021-11-25,181
139,2021-11-26,78
139,2021-11-27,45
139,2021-11-28,188
139,2021-11-29,153
139,2021-11-30,128
140,2021-11-01,264
140,2021-11-02,261
140,2021-11-03,269
140,2021-11-04,268
140,2021-11-05,253
140,2021-11-06,220
140,2021-11-07,206
140,2021-11-08,161
140,2021-11-09,260
140,2021-11-10,247
140,2021-11-11,235
140,2021-11-12,170
140,2021-11-13,154
140,2021-11-14,161
140,2021-11-15,237
140,2021-11-16,231
140,2021-11-17,211
140,2021-11-18,170
140,2021-11-19,250
140,2021-11-20,174
140,2021-11-21,170
140,2021-11-22,156
140,2021-11-23,135
140,2021-11-24,252
140,2021-11-25,207
140,2021-11-26,151
140,2021-11-27,70
140,2021-11-28,172
140,2021-11-29,213
140,2021-11-30,184
141,2021-11-01,33
141,2021-11-02,33
141,2021-11-03,31
141,2021-11-04,35
141,2021-11-05,43
141,2021-11-06,50
141,2021-11-07,51
141,2021-11-08,20
141,2021-11-09,22
141,2021-11-10,33
141,2021-11-11,24
141,2021-11-12,24
141,2021-11-13,18
141,2021-11-14,29
141,2021-11-15,35
141,2021-11-16,33
141,2021-11-17,28
141,2021-11-18,20
141,2021-11-19,24
141,2021-11-20,19
141,2021-11-21,57
141,2021-11-22,8
141,2021-11-23,14
141,2021-11-24,24
141,2021-11-25,31
141,2021-11-26,5
141,2021-11-27,8
141,2021-11-28,39
141,2021-11-29,39
141,2021-11-30,26
142,2021-11-01,37
142,2021-11-02,31
142,2021-11-03,29
142,2021-11-04,36
142,2021-11-05,39
142,2021-11-06,67
142,2021-11-07,52
142,2021-11-08,17
142,2021-11-09,37
142,2021-11-10,25
142,2021-11-11,31
142,2021-11-12,20
142,2021-11-13,24
142,2021-11-14,37
142,2021-11-15,44
142,2021-11-16,30
142,2021-11-17,37
142,2021-11-18,24
142,2021-11-19,36
142,2021-11-20,27
142,2021-11-21,65
142,2021-11-22,15
142,2021-11-23,13
142,2021-11-24,40
142,2021-11-25,16
142,2021-11-26,7
142,2021-11-27,7
142,2021-11-28,56
142,2021-11-29,32
142,2021-11-30,19
143,2021-11-01,23
143,2021-11-02,17
143,2021-11-03,18
143,2021-11-04,17
143,2021-11-05,36
143,2021-11-06,59
143,2021-11-07,42
143,2021-11-08,8
143,2021-11-09,15
143,2021-11-10,14
143,2021-11-11,27
143,2021-11-12,16
143,2021-11-13,18
143,2021-11-14,24
143,2021-11-15,27
143,2021-11-16,25
143,2021-11-17,22
143,2021-11-18,12
143,2021-11-19,31
143,2021-11-20,17
143,2021-11-21,42
143,2021-11-22,17
143,2021-11-23,8
143,2021-11-24,13
143,2021-11-25,11
143,2021-11-26,4
143,2021-11-27,5
143,2021-11-28,53
143,2021-11-29,29
143,2021-11-30,11
145,2021-11-01,142
145,2021-11-02,159
145,2021-11-03,135
145,2021-11-04,165
145,2021-11-05,145
145,2021-11-06,141
145,2021-11-07,123
145,2021-11-08,73
145,2021-11-09,144
145,2021-11-10,131
145,2021-11-11,146
145,2021-11-12,114
145,2021-11-13,110
145,2021-11-14,139
145,2021-11-15,140
145,2021-11-16,164
145,2021-11-17,142
145,2021-11-18,121
145,2021-11-19,144
145,2021-11-20,115
145,2021-11-21,116
145,2021-11-22,105
145,2021-11-23,97
145,2021-11-24,132
145,2021-11-25,154
145,2021-11-26,106
145,2021-11-27,34
145,2021-11-28,120
145,2021-11-29,124
145,2021-11-30,124
146,2021-11-01,318
146,2021-11-02,308
146,2021-11-03,281
146,2021-11-04,288
146,2021-11-05,296
146,2021-11-06,295
146,2021-11-07,189
146,2021-11-08,189
146,2021-11-09,280
146,2021-11-10,281
146,2021-11-11,319
146,2021-11-12,273
146,2021-11-13,207
146,2021-11-14,191
146,2021-11-15,261
146,2021-11-16,311
146,2021-11-17,287
146,2021-11-18,216
146,2021-11-19,297
146,2021-11-20,211
146,2021-11-21,211
146,2021-11-22,218
146,2021-11-23,249
146,2021-11-24,286
146,2021-11-25,268
146,2021-11-26,235
146,2021-11-27,87
146,2021-11-28,190
146,2021-11-29,302
146,2021-11-30,256
147,2021-11-01,113
147,2021-11-02,127
147,2021-11-03,111
147,2021-11-04,117
147,2021-11-05,121
147,2021-11-06,127
147,2021-11-07,105
147,2021-11-08,76
147,2021-11-09,119
147,2021-11-10,98
147,2021-11-11,105
147,2021-11-12,108
147,2021-11-13,79
147,2021-11-14,89
147,2021-11-15,119
147,2021-11-16,112
147,2021-11-17,121
147,2021-11-18,97
147,2021-11-19,120
147,2021-11-20,101
147,2021-11-21,119
147,2021-11-22,89
147,2021-11-23,112
147,2021-11-24,115
147,2021-11-25,119
147,2021-11-26,105
147,2021-11-27,48
147,2021-11-28,89
147,2021-11-29,103
147,2021-11-30,120
148,2021-11-01,152
148,2021-11-02,121
148,2021-11-03,140
148,2021-11-04,118
148,2021-11-05,143
148,2021-11-06,93
148,2021-11-07,94
148,2021-11-08,70
148,2021-11-09,107
148,2021-11-10,119
148,2021-11-11,93
148,2021-11-12,97
148,2021-11-13,52
148,2021-11-14,70
148,2021-11-15,95
148,2021-11-16,103
148,2021-11-17,97
148,2021-11-18,70
148,2021-11-19,109
148,2021-11-20,92
148,2021-11-21,90
148,2021-11-22,75
148,2021-11-23,103
148,2021-11-24,64
148,2021-11-25,106
148,2021-11-26,69
148,2021-11-27,25
148,2021-11-28,82
148,2021-11-29,87
148,2021-11-30,89
149,2021-11-01,100
149,2021-11-02,135
149,2021-11-03,100
149,2021-11-04,104
149,2021-11-05,132
149,2021-11-06,165
149,2021-11-07,133
149,2021-11-08,81
149,2021-11-09,120
149,2021-11-10,112
149,2021-11-11,123
149,2021-11-12,105
149,2021-11-13,139
149,2021-11-14,139
149,2021-11-15,112
149,2021-11-16,118
149,2021-11-17,117
149,2021-11-18,107
149,2021-11-19,115
149,2021-11-20,134
149,2021-11-21,133
149,2021-11-22,102
149,2021-11-23,87
149,2021-11-24,102
149,2021-11-25,110
149,2021-11-26,97
149,2021-11-27,70
149,2021-11-28,114
149,2021-11-29,122
149,2021-11-30,115
150,2021-11-01,202
150,2021-11-02,244
150,2021-11-03,219
150,2021-11-04,216
150,2021-11-05,246
150,2021-11-06,125
150,2021-11-07,120
150,2021-11-08,147
150,2021-11-09,242
150,2021-11-10,212
150,2021-11-11,229
150,2021-11-12,178
150,2021-11-13,80
150,2021-11-14,122
150,2021-11-15,219
150,2021-11-16,206
150,2021-11-17,213
150,2021-11-18,155
150,2021-11-19,148
150,2021-11-20,42
150,2021-11-21,76
150,2021-11-22,133
150,2021-11-23,92
150,2021-11-24,169
150,2021-11-25,118
150,2021-11-26,59
150,2021-11-27,18
150,2021-11-28,32
150,2021-11-29,142
150,2021-11-30,130
151,2021-11-01,34
151,2021-11-02,17
151,2021-11-03,36
151,2021-11-04,19
151,2021-11-05,36
151,2021-11-06,43
151,2021-11-07,47
151,2021-11-08,14
151,2021-11-09,25
151,2021-11-10,27
151,2021-11-11,42
151,2021-11-12,7
151,2021-11-13,12
151,2021-11-14,41
151,2021-11-15,26
151,2021-11-16,21
151,2021-11-17,32
151,2021-11-18,15
151,2021-11-19,30
151,2021-11-20,27
151,2021-11-21,41
151,2021-11-22,11
151,2021-11-23,5
151,2021-11-24,18
151,2021-11-25,20
151,2021-11-26,6
151,2021-11-27,13
151,2021-11-28,28
151,2021-11-29,24
151,2021-11-30,17
152,2021-11-01,112
152,2021-11-02,82
152,2021-11-03,129
152,2021-11-04,90
152,2021-11-05,115
152,2021-11-06,90
152,2021-11-07,95
152,2021-11-08,55
152,2021-11-09,135
152,2021-11-10,103
152,2021-11-11,109
152,2021-11-12,55
