date,0
2021-11-01,620
2021-11-02,577
2021-11-03,568
2021-11-04,632
2021-11-05,752
2021-11-06,631
2021-11-07,546
2021-11-08,402
2021-11-09,583
2021-11-10,586
2021-11-11,694
2021-11-12,521
2021-11-13,399
2021-11-14,512
2021-11-15,647
2021-11-16,685
2021-11-17,614
2021-11-18,508
2021-11-19,667
2021-11-20,419
2021-11-21,583
2021-11-22,426
2021-11-23,264
2021-11-24,591
2021-11-25,471
2021-11-26,254
2021-11-27,158
2021-11-28,486
2021-11-29,599
2021-11-30,458
