return_sno,date,0
104,2021-11-29,63
104,2021-11-30,46
105,2021-11-01,136
105,2021-11-02,138
105,2021-11-03,132
105,2021-11-04,152
105,2021-11-05,177
105,2021-11-06,184
105,2021-11-07,150
105,2021-11-08,108
105,2021-11-09,128
105,2021-11-10,156
105,2021-11-11,136
105,2021-11-12,118
105,2021-11-13,104
105,2021-11-14,141
105,2021-11-15,140
105,2021-11-16,125
105,2021-11-17,135
105,2021-11-18,121
105,2021-11-19,145
105,2021-11-20,93
105,2021-11-21,144
105,2021-11-22,74
105,2021-11-23,67
105,2021-11-24,122
105,2021-11-25,129
105,2021-11-26,82
105,2021-11-27,40
105,2021-11-28,146
105,2021-11-29,128
105,2021-11-30,106
106,2021-11-01,48
106,2021-11-02,38
106,2021-11-03,36
106,2021-11-04,38
106,2021-11-05,52
106,2021-11-06,48
106,2021-11-07,42
106,2021-11-08,27
106,2021-11-09,42
106,2021-11-10,48
106,2021-11-11,54
106,2021-11-12,45
106,2021-11-13,31
106,2021-11-14,35
106,2021-11-15,53
106,2021-11-16,59
106,2021-11-17,60
106,2021-11-18,46
106,2021-11-19,51
106,2021-11-20,35
106,2021-11-21,41
106,2021-11-22,34
106,2021-11-23,37
106,2021-11-24,39
106,2021-11-25,38
106,2021-11-26,33
106,2021-11-27,14
106,2021-11-28,42
107,2021-11-01,64
107,2021-11-02,52
107,2021-11-03,49
107,2021-11-04,59
107,2021-11-05,51
107,2021-11-06,24
107,2021-11-07,27
107,2021-11-08,41
107,2021-11-09,43
107,2021-11-10,57
107,2021-11-11,63
107,2021-11-12,47
107,2021-11-13,21
107,2021-11-14,24
107,2021-11-15,63
107,2021-11-16,58
107,2021-11-17,66
107,2021-11-18,38
107,2021-11-19,54
107,2021-11-20,27
107,2021-11-21,21
107,2021-11-22,27
107,2021-11-23,21
107,2021-11-24,43
107,2021-11-25,57
107,2021-11-26,26
107,2021-11-27,6
107,2021-11-28,17
107,2021-11-29,60
107,2021-11-30,41
108,2021-11-01,165
108,2021-11-02,156
108,2021-11-03,146
108,2021-11-04,143
108,2021-11-05,173
108,2021-11-06,113
108,2021-11-07,95
108,2021-11-08,96
108,2021-11-09,151
108,2021-11-10,135
108,2021-11-11,143
108,2021-11-12,127
108,2021-11-13,109
108,2021-11-14,83
108,2021-11-15,140
108,2021-11-16,132
108,2021-11-17,148
108,2021-11-18,114
108,2021-11-19,157
108,2021-11-20,103
108,2021-11-21,116
108,2021-11-22,105
108,2021-11-23,107
108,2021-11-24,131
108,2021-11-25,147
108,2021-11-26,109
108,2021-11-27,33
108,2021-11-28,101
108,2021-11-29,136
108,2021-11-30,115
109,2021-11-01,44
109,2021-11-02,35
109,2021-11-03,43
109,2021-11-04,34
109,2021-11-05,56
109,2021-11-06,44
109,2021-11-07,80
109,2021-11-08,20
109,2021-11-09,42
109,2021-11-10,31
109,2021-11-11,47
109,2021-11-12,17
109,2021-11-13,31
109,2021-11-14,85
109,2021-11-15,53
109,2021-11-16,48
109,2021-11-17,36
109,2021-11-18,19
109,2021-11-19,42
109,2021-11-20,26
109,2021-11-21,75
109,2021-11-22,27
109,2021-11-23,17
109,2021-11-24,37
109,2021-11-25,30
109,2021-11-26,21
109,2021-11-27,10
109,2021-11-28,47
109,2021-11-29,46
109,2021-11-30,17
110,2021-11-01,127
110,2021-11-02,137
110,2021-11-03,130
110,2021-11-04,153
110,2021-11-05,149
110,2021-11-06,92
110,2021-11-07,76
110,2021-11-08,113
110,2021-11-09,134
110,2021-11-10,138
110,2021-11-11,149
110,2021-11-12,108
110,2021-11-13,60
110,2021-11-14,65
110,2021-11-15,158
110,2021-11-16,149
110,2021-11-17,149
110,2021-11-18,120
110,2021-11-19,147
110,2021-11-20,60
110,2021-11-21,102
110,2021-11-22,121
110,2021-11-23,92
110,2021-11-24,145
110,2021-11-25,129
110,2021-11-26,98
110,2021-11-27,20
110,2021-11-28,69
110,2021-11-29,154
110,2021-11-30,127
111,2021-11-01,266
111,2021-11-02,261
111,2021-11-03,247
111,2021-11-04,272
111,2021-11-05,314
111,2021-11-06,274
111,2021-11-07,211
111,2021-11-08,182
111,2021-11-09,261
111,2021-11-10,262
111,2021-11-11,336
111,2021-11-12,235
111,2021-11-13,210
111,2021-11-14,201
111,2021-11-15,278
111,2021-11-16,270
111,2021-11-17,269
111,2021-11-18,216
111,2021-11-19,334
111,2021-11-20,189
111,2021-11-21,275
111,2021-11-22,232
111,2021-11-23,133
111,2021-11-24,238
111,2021-11-25,237
111,2021-11-26,117
111,2021-11-27,48
111,2021-11-28,197
111,2021-11-29,226
111,2021-11-30,192
112,2021-11-01,58
112,2021-11-02,59
112,2021-11-03,78
112,2021-11-04,77
112,2021-11-05,96
112,2021-11-06,129
112,2021-11-07,104
112,2021-11-08,52
112,2021-11-09,98
112,2021-11-10,73
112,2021-11-11,63
112,2021-11-12,64
112,2021-11-13,78
112,2021-11-14,99
112,2021-11-15,100
112,2021-11-16,78
112,2021-11-17,74
112,2021-11-18,67
112,2021-11-19,88
112,2021-11-20,111
112,2021-11-21,105
112,2021-11-22,51
112,2021-11-23,54
112,2021-11-24,76
112,2021-11-25,87
112,2021-11-26,59
112,2021-11-27,37
112,2021-11-28,126
112,2021-11-29,74
112,2021-11-30,55
113,2021-11-01,116
113,2021-11-02,110
113,2021-11-03,93
113,2021-11-04,122
113,2021-11-05,107
113,2021-11-06,90
113,2021-11-07,66
113,2021-11-08,80
113,2021-11-09,99
113,2021-11-10,107
113,2021-11-11,115
113,2021-11-12,80
113,2021-11-13,54
113,2021-11-14,52
113,2021-11-15,96
113,2021-11-16,105
113,2021-11-17,86
113,2021-11-18,74
113,2021-11-19,88
113,2021-11-20,51
113,2021-11-21,56
113,2021-11-22,45
113,2021-11-23,37
113,2021-11-24,74
113,2021-11-25,76
113,2021-11-26,32
113,2021-11-27,16
113,2021-11-28,45
113,2021-11-29,72
113,2021-11-30,64
114,2021-11-01,188
114,2021-11-02,162
114,2021-11-03,162
114,2021-11-04,171
114,2021-11-05,223
114,2021-11-06,171
114,2021-11-07,185
114,2021-11-08,138
114,2021-11-09,183
114,2021-11-10,186
114,2021-11-11,187
114,2021-11-12,186
114,2021-11-13,167
114,2021-11-14,143
114,2021-11-15,192
114,2021-11-16,171
114,2021-11-17,195
114,2021-11-18,165
114,2021-11-19,179
114,2021-11-20,157
114,2021-11-21,170
114,2021-11-22,144
114,2021-11-23,155
114,2021-11-24,176
114,2021-11-25,185
114,2021-11-26,144
114,2021-11-27,68
114,2021-11-28,141
114,2021-11-29,177
114,2021-11-30,151
115,2021-11-01,403
115,2021-11-02,325
115,2021-11-03,300
115,2021-11-04,367
115,2021-11-05,418
115,2021-11-06,369
115,2021-11-07,322
115,2021-11-08,214
115,2021-11-09,315
115,2021-11-10,282
115,2021-11-11,320
115,2021-11-12,285
115,2021-11-13,228
115,2021-11-14,299
115,2021-11-15,281
115,2021-11-16,298
115,2021-11-17,258
115,2021-11-18,215
115,2021-11-19,399
115,2021-11-20,243
115,2021-11-21,302
115,2021-11-22,228
115,2021-11-23,173
115,2021-11-24,282
115,2021-11-25,287
115,2021-11-26,185
115,2021-11-27,75
115,2021-11-28,269
115,2021-11-29,287
115,2021-11-30,223
116,2021-11-01,54
116,2021-11-02,64
116,2021-11-03,59
116,2021-11-04,42
116,2021-11-05,57
116,2021-11-06,36
116,2021-11-07,58
116,2021-11-08,38
116,2021-11-09,51
116,2021-11-10,50
116,2021-11-11,49
116,2021-11-12,55
116,2021-11-13,32
116,2021-11-14,53
116,2021-11-15,50
116,2021-11-16,61
116,2021-11-17,47
116,2021-11-18,43
116,2021-11-19,56
116,2021-11-20,47
116,2021-11-21,59
116,2021-11-22,40
116,2021-11-23,37
116,2021-11-24,46
116,2021-11-25,62
116,2021-11-26,27
116,2021-11-27,15
116,2021-11-28,59
116,2021-11-29,55
116,2021-11-30,40
117,2021-11-01,302
117,2021-11-02,337
117,2021-11-03,332
117,2021-11-04,363
117,2021-11-05,403
117,2021-11-06,334
117,2021-11-07,324
117,2021-11-08,269
117,2021-11-09,386
117,2021-11-10,433
117,2021-11-11,469
117,2021-11-12,370
117,2021-11-13,277
117,2021-11-14,283
117,2021-11-15,419
117,2021-11-16,392
117,2021-11-17,381
117,2021-11-18,313
117,2021-11-19,368
117,2021-11-20,315
117,2021-11-21,272
117,2021-11-22,327
117,2021-11-23,269
117,2021-11-24,381
117,2021-11-25,375
117,2021-11-26,358
117,2021-11-27,146
117,2021-11-28,277
117,2021-11-29,367
117,2021-11-30,327
118,2021-11-01,79
118,2021-11-02,70
118,2021-11-03,86
118,2021-11-04,79
118,2021-11-05,86
118,2021-11-06,81
118,2021-11-07,84
118,2021-11-08,71
118,2021-11-09,84
118,2021-11-10,97
118,2021-11-11,104
118,2021-11-12,80
118,2021-11-13,70
118,2021-11-14,53
118,2021-11-15,86
118,2021-11-16,88
118,2021-11-17,93
118,2021-11-18,84
118,2021-11-19,106
118,2021-11-20,77
118,2021-11-21,59
118,2021-11-22,71
118,2021-11-23,85
118,2021-11-24,96
118,2021-11-25,81
118,2021-11-26,81
118,2021-11-27,46
118,2021-11-28,59
118,2021-11-29,93
118,2021-11-30,76
119,2021-11-01,269
119,2021-11-02,267
119,2021-11-03,259
119,2021-11-04,253
119,2021-11-05,298
119,2021-11-06,224
119,2021-11-07,221
119,2021-11-08,182
119,2021-11-09,272
119,2021-11-10,266
119,2021-11-11,316
119,2021-11-12,221
119,2021-11-13,165
119,2021-11-14,204
119,2021-11-15,273
119,2021-11-16,256
119,2021-11-17,292
119,2021-11-18,204
119,2021-11-19,310
119,2021-11-20,138
119,2021-11-21,268
119,2021-11-22,225
119,2021-11-23,153
119,2021-11-24,276
119,2021-11-25,264
119,2021-11-26,203
119,2021-11-27,39
119,2021-11-28,165
119,2021-11-29,283
119,2021-11-30,254
120,2021-11-01,228
120,2021-11-02,218
120,2021-11-03,208
120,2021-11-04,228
120,2021-11-05,284
120,2021-11-06,245
120,2021-11-07,225
120,2021-11-08,154
120,2021-11-09,221
120,2021-11-10,31
120,2021-11-11,237
120,2021-11-12,199
120,2021-11-13,168
120,2021-11-14,199
120,2021-11-15,217
120,2021-11-16,258
120,2021-11-17,254
120,2021-11-18,208
120,2021-11-19,256
120,2021-11-20,176
120,2021-11-21,230
120,2021-11-22,161
120,2021-11-23,150
120,2021-11-24,212
120,2021-11-25,234
120,2021-11-26,163
120,2021-11-27,66
120,2021-11-28,197
120,2021-11-29,256
120,2021-11-30,192
122,2021-11-01,181
122,2021-11-02,189
122,2021-11-03,152
122,2021-11-04,199
122,2021-11-05,219
122,2021-11-06,82
122,2021-11-07,77
122,2021-11-08,140
122,2021-11-09,190
122,2021-11-10,171
122,2021-11-11,198
122,2021-11-12,145
122,2021-11-13,64
122,2021-11-14,70
122,2021-11-15,181
122,2021-11-16,154
122,2021-11-17,167
122,2021-11-18,94
122,2021-11-19,138
122,2021-11-20,70
122,2021-11-21,85
122,2021-11-22,133
122,2021-11-23,108
122,2021-11-24,126
122,2021-11-25,150
122,2021-11-26,89
122,2021-11-27,13
122,2021-11-28,52
122,2021-11-29,142
122,2021-11-30,110
123,2021-11-01,103
123,2021-11-02,103
123,2021-11-03,97
123,2021-11-04,101
123,2021-11-05,98
123,2021-11-06,111
123,2021-11-07,127
123,2021-11-08,77
123,2021-11-09,99
123,2021-11-10,110
123,2021-11-11,93
123,2021-11-12,79
123,2021-11-13,122
123,2021-11-14,113
123,2021-11-15,83
123,2021-11-16,93
123,2021-11-17,99
123,2021-11-18,95
123,2021-11-19,99
123,2021-11-20,117
123,2021-11-21,128
123,2021-11-22,81
123,2021-11-23,66
123,2021-11-24,92
123,2021-11-25,109
123,2021-11-26,72
123,2021-11-27,31
123,2021-11-28,94
123,2021-11-29,88
123,2021-11-30,89
125,2021-11-01,75
125,2021-11-02,74
125,2021-11-03,67
125,2021-11-04,74
125,2021-11-05,88
125,2021-11-06,101
125,2021-11-07,105
125,2021-11-08,69
125,2021-11-09,72
125,2021-11-10,83
125,2021-11-11,86
125,2021-11-12,61
125,2021-11-13,66
125,2021-11-14,80
125,2021-11-15,55
125,2021-11-16,54
125,2021-11-17,65
125,2021-11-18,57
125,2021-11-19,94
125,2021-11-20,70
125,2021-11-21,106
125,2021-11-22,56
125,2021-11-23,44
125,2021-11-24,66
125,2021-11-25,87
125,2021-11-26,62
125,2021-11-27,24
125,2021-11-28,63
125,2021-11-29,82
125,2021-11-30,53
126,2021-11-01,89
126,2021-11-02,86
126,2021-11-03,111
126,2021-11-04,103
126,2021-11-05,115
126,2021-11-06,40
126,2021-11-07,39
126,2021-11-08,50
126,2021-11-09,101
126,2021-11-10,97
126,2021-11-11,107
126,2021-11-12,67
126,2021-11-13,24
126,2021-11-14,28
126,2021-11-15,103
126,2021-11-16,114
126,2021-11-17,137
126,2021-11-18,81
126,2021-11-19,92
126,2021-11-20,30
126,2021-11-21,46
126,2021-11-22,48
126,2021-11-23,41
126,2021-11-24,94
126,2021-11-25,85
126,2021-11-26,39
126,2021-11-27,15
126,2021-11-28,29
126,2021-11-29,104
126,2021-11-30,87
127,2021-11-01,41
127,2021-11-02,43
127,2021-11-03,38
127,2021-11-04,44
127,2021-11-05,50
127,2021-11-06,44
127,2021-11-07,47
127,2021-11-08,23
127,2021-11-09,54
127,2021-11-10,44
127,2021-11-11,46
127,2021-11-12,33
127,2021-11-13,22
127,2021-11-14,38
127,2021-11-15,51
127,2021-11-16,40
127,2021-11-17,46
127,2021-11-18,36
127,2021-11-19,35
127,2021-11-20,31
127,2021-11-21,45
127,2021-11-22,24
127,2021-11-23,23
127,2021-11-24,46
127,2021-11-25,35
127,2021-11-26,18
127,2021-11-27,12
127,2021-11-28,31
127,2021-11-29,45
127,2021-11-30,26
128,2021-11-01,166
128,2021-11-02,176
128,2021-11-03,135
128,2021-11-04,161
128,2021-11-05,180
128,2021-11-06,169
128,2021-11-07,151
128,2021-11-08,104
128,2021-11-09,171
128,2021-11-10,137
128,2021-11-11,164
128,2021-11-12,134
128,2021-11-13,93
128,2021-11-14,129
128,2021-11-15,179
128,2021-11-16,147
128,2021-11-17,152
128,2021-11-18,113
128,2021-11-19,137
128,2021-11-20,87
128,2021-11-21,146
128,2021-11-22,89
128,2021-11-23,89
128,2021-11-24,125
128,2021-11-25,132
128,2021-11-26,69
128,2021-11-27,34
128,2021-11-28,144
128,2021-11-29,155
128,2021-11-30,123
129,2021-11-01,61
129,2021-11-02,59
129,2021-11-03,40
129,2021-11-04,49
129,2021-11-05,67
129,2021-11-06,55
129,2021-11-07,35
129,2021-11-08,43
129,2021-11-09,72
129,2021-11-10,57
129,2021-11-11,59
129,2021-11-12,42
129,2021-11-13,32
129,2021-11-14,40
129,2021-11-15,47
129,2021-11-16,50
129,2021-11-17,57
129,2021-11-18,32
129,2021-11-19,45
129,2021-11-20,22
129,2021-11-21,41
129,2021-11-22,44
129,2021-11-23,28
129,2021-11-24,46
129,2021-11-25,39
129,2021-11-26,37
129,2021-11-27,7
129,2021-11-28,18
129,2021-11-29,40
129,2021-11-30,25
130,2021-11-01,166
130,2021-11-02,171
130,2021-11-03,153
130,2021-11-04,185
130,2021-11-05,182
130,2021-11-06,169
130,2021-11-07,157
130,2021-11-08,108
130,2021-11-09,133
130,2021-11-10,169
130,2021-11-11,193
130,2021-11-12,127
130,2021-11-13,99
130,2021-11-14,142
130,2021-11-15,172
130,2021-11-16,171
130,2021-11-17,191
130,2021-11-18,137
130,2021-11-19,159
130,2021-11-20,103
130,2021-11-21,148
130,2021-11-22,104
130,2021-11-23,106
130,2021-11-24,166
130,2021-11-25,159
130,2021-11-26,89
130,2021-11-27,51
130,2021-11-28,143
130,2021-11-29,157
130,2021-11-30,143
131,2021-11-01,73
131,2021-11-02,86
131,2021-11-03,73
131,2021-11-04,61
131,2021-11-05,91
131,2021-11-06,20
131,2021-11-07,7
131,2021-11-08,34
131,2021-11-09,71
131,2021-11-10,74
131,2021-11-11,85
131,2021-11-12,38
131,2021-11-13,6
131,2021-11-14,23
131,2021-11-15,71
131,2021-11-16,70
131,2021-11-17,70
131,2021-11-18,43
131,2021-11-19,56
131,2021-11-20,9
131,2021-11-21,24
131,2021-11-22,37
131,2021-11-23,22
131,2021-11-24,62
131,2021-11-25,58
131,2021-11-26,39
131,2021-11-27,2
131,2021-11-28,11
131,2021-11-29,57
131,2021-11-30,55
132,2021-11-01,294
132,2021-11-02,271
132,2021-11-03,306
132,2021-11-04,310
132,2021-11-05,362
132,2021-11-06,348
132,2021-11-07,336
132,2021-11-08,230
132,2021-11-09,288
132,2021-11-10,301
132,2021-11-11,310
132,2021-11-12,270
132,2021-11-13,219
132,2021-11-14,281
132,2021-11-15,294
132,2021-11-16,306
132,2021-11-17,341
132,2021-11-18,247
132,2021-11-19,347
132,2021-11-20,235
132,2021-11-21,359
132,2021-11-22,242
132,2021-11-23,190
132,2021-11-24,331
132,2021-11-25,300
132,2021-11-26,209
132,2021-11-27,113
132,2021-11-28,266
132,2021-11-29,299
132,2021-11-30,230
133,2021-11-01,151
133,2021-11-02,173
133,2021-11-03,175
133,2021-11-04,163
133,2021-11-05,170
133,2021-11-06,161
133,2021-11-07,146
133,2021-11-08,117
133,2021-11-09,168
133,2021-11-10,163
133,2021-11-11,198
133,2021-11-12,151
133,2021-11-13,135
133,2021-11-14,126
133,2021-11-15,164
133,2021-11-16,153
133,2021-11-17,163
133,2021-11-18,150
133,2021-11-19,162
133,2021-11-20,127
133,2021-11-21,106
133,2021-11-22,151
133,2021-11-23,150
133,2021-11-24,153
133,2021-11-25,135
133,2021-11-26,135
133,2021-11-27,59
133,2021-11-28,108
133,2021-11-29,159
133,2021-11-30,151
134,2021-11-01,554
134,2021-11-02,539
134,2021-11-03,526
134,2021-11-04,489
134,2021-11-05,567
134,2021-11-06,430
134,2021-11-07,426
134,2021-11-08,388
134,2021-11-09,576
134,2021-11-10,536
134,2021-11-11,606
134,2021-11-12,485
134,2021-11-13,429
134,2021-11-14,371
134,2021-11-15,602
134,2021-11-16,524
134,2021-11-17,598
134,2021-11-18,512
134,2021-11-19,596
134,2021-11-20,438
134,2021-11-21,409
134,2021-11-22,476
134,2021-11-23,437
134,2021-11-24,552
134,2021-11-25,561
134,2021-11-26,433
134,2021-11-27,154
134,2021-11-28,376
134,2021-11-29,555
134,2021-11-30,470
135,2021-11-01,180
135,2021-11-02,195
135,2021-11-03,157
135,2021-11-04,174
135,2021-11-05,206
135,2021-11-06,207
135,2021-11-07,160
135,2021-11-08,115
135,2021-11-09,194
135,2021-11-10,184
135,2021-11-11,194
135,2021-11-12,161
135,2021-11-13,145
135,2021-11-14,152
135,2021-11-15,197
135,2021-11-16,143
135,2021-11-17,175
135,2021-11-18,156
135,2021-11-19,184
135,2021-11-20,182
135,2021-11-21,158
135,2021-11-22,172
135,2021-11-23,153
135,2021-11-24,172
135,2021-11-25,179
135,2021-11-26,151
135,2021-11-27,68
135,2021-11-28,162
135,2021-11-29,171
135,2021-11-30,153
136,2021-11-01,70
136,2021-11-02,68
136,2021-11-03,61
136,2021-11-04,67
136,2021-11-05,71
136,2021-11-06,48
136,2021-11-07,48
136,2021-11-08,42
136,2021-11-09,59
136,2021-11-10,63
136,2021-11-11,79
136,2021-11-12,62
136,2021-11-13,39
136,2021-11-14,42
136,2021-11-15,57
136,2021-11-16,57
136,2021-11-17,58
136,2021-11-18,61
136,2021-11-19,84
136,2021-11-20,47
136,2021-11-21,60
136,2021-11-22,54
136,2021-11-23,43
136,2021-11-24,68
136,2021-11-25,63
136,2021-11-26,53
136,2021-11-27,25
136,2021-11-28,48
136,2021-11-29,47
136,2021-11-30,51
137,2021-11-01,50
137,2021-11-02,75
137,2021-11-03,71
137,2021-11-04,68
137,2021-11-05,44
137,2021-11-06,65
137,2021-11-07,113
137,2021-11-08,52
137,2021-11-09,74
137,2021-11-10,91
137,2021-11-11,60
137,2021-11-12,63
137,2021-11-13,45
137,2021-11-14,110
137,2021-11-15,71
137,2021-11-16,70
137,2021-11-17,84
137,2021-11-18,42
137,2021-11-19,53
137,2021-11-20,44
137,2021-11-21,82
137,2021-11-22,70
137,2021-11-23,51
137,2021-11-24,82
137,2021-11-25,63
137,2021-11-26,45
137,2021-11-27,29
137,2021-11-28,87
137,2021-11-29,74
137,2021-11-30,54
138,2021-11-01,513
138,2021-11-02,487
138,2021-11-03,417
138,2021-11-04,478
138,2021-11-05,558
138,2021-11-06,394
138,2021-11-07,388
138,2021-11-08,325
138,2021-11-09,475
138,2021-11-10,451
138,2021-11-11,472
138,2021-11-12,378
138,2021-11-13,269
138,2021-11-14,320
138,2021-11-15,470
138,2021-11-16,418
138,2021-11-17,393
138,2021-11-18,329
138,2021-11-19,416
138,2021-11-20,237
138,2021-11-21,329
138,2021-11-22,326
138,2021-11-23,207
138,2021-11-24,369
138,2021-11-25,311
138,2021-11-26,162
138,2021-11-27,79
138,2021-11-28,259
138,2021-11-29,356
138,2021-11-30,303
139,2021-11-01,164
139,2021-11-02,201
139,2021-11-03,173
139,2021-11-04,195
139,2021-11-05,250
139,2021-11-06,325
139,2021-11-07,266
139,2021-11-08,103
139,2021-11-09,179
139,2021-11-10,158
139,2021-11-11,189
139,2021-11-12,151
139,2021-11-13,190
139,2021-11-14,219
139,2021-11-15,185
139,2021-11-16,190
139,2021-11-17,185
139,2021-11-18,152
139,2021-11-19,192
139,2021-11-20,147
139,2021-11-21,321
139,2021-11-22,84
139,2021-11-23,99
139,2021-11-24,165
139,2021-11-25,169
139,2021-11-26,107
139,2021-11-27,56
139,2021-11-28,250
139,2021-11-29,178
139,2021-11-30,132
140,2021-11-01,267
140,2021-11-02,272
140,2021-11-03,220
140,2021-11-04,261
140,2021-11-05,258
140,2021-11-06,215
140,2021-11-07,199
140,2021-11-08,136
140,2021-11-09,223
140,2021-11-10,231
140,2021-11-11,215
140,2021-11-12,158
140,2021-11-13,158
140,2021-11-14,163
140,2021-11-15,213
140,2021-11-16,224
140,2021-11-17,210
140,2021-11-18,169
140,2021-11-19,237
140,2021-11-20,155
140,2021-11-21,181
140,2021-11-22,132
140,2021-11-23,129
140,2021-11-24,223
140,2021-11-25,229
140,2021-11-26,125
140,2021-11-27,62
140,2021-11-28,153
140,2021-11-29,182
140,2021-11-30,167
141,2021-11-01,42
141,2021-11-02,46
141,2021-11-03,40
141,2021-11-04,39
141,2021-11-05,57
141,2021-11-06,55
141,2021-11-07,59
141,2021-11-08,21
141,2021-11-09,25
141,2021-11-10,32
141,2021-11-11,40
141,2021-11-12,24
141,2021-11-13,27
141,2021-11-14,33
141,2021-11-15,34
141,2021-11-16,37
141,2021-11-17,41
141,2021-11-18,27
141,2021-11-19,49
141,2021-11-20,32
141,2021-11-21,72
141,2021-11-22,14
141,2021-11-23,16
141,2021-11-24,42
141,2021-11-25,32
141,2021-11-26,7
141,2021-11-27,16
141,2021-11-28,52
141,2021-11-29,45
141,2021-11-30,29
142,2021-11-01,34
142,2021-11-02,29
142,2021-11-03,15
142,2021-11-04,29
142,2021-11-05,28
142,2021-11-06,56
142,2021-11-07,57
142,2021-11-08,4
142,2021-11-09,27
142,2021-11-10,20
142,2021-11-11,16
142,2021-11-12,13
142,2021-11-13,20
142,2021-11-14,28
142,2021-11-15,29
142,2021-11-16,27
142,2021-11-17,30
142,2021-11-18,17
142,2021-11-19,22
142,2021-11-20,31
142,2021-11-21,44
142,2021-11-22,8
142,2021-11-23,7
142,2021-11-24,16
142,2021-11-25,15
142,2021-11-26,2
142,2021-11-27,5
142,2021-11-28,41
142,2021-11-29,28
142,2021-11-30,18
143,2021-11-01,7
143,2021-11-02,6
143,2021-11-03,12
143,2021-11-04,15
143,2021-11-05,29
143,2021-11-06,54
143,2021-11-07,48
143,2021-11-08,5
143,2021-11-09,10
143,2021-11-10,13
143,2021-11-11,40
143,2021-11-12,7
143,2021-11-13,18
143,2021-11-14,16
143,2021-11-15,21
143,2021-11-16,20
143,2021-11-17,12
143,2021-11-18,12
143,2021-11-19,17
143,2021-11-20,12
143,2021-11-21,29
143,2021-11-22,9
143,2021-11-23,3
143,2021-11-24,13
143,2021-11-25,8
143,2021-11-27,4
143,2021-11-28,36
143,2021-11-29,21
143,2021-11-30,7
145,2021-11-01,150
145,2021-11-02,170
145,2021-11-03,143
145,2021-11-04,150
145,2021-11-05,147
145,2021-11-06,136
145,2021-11-07,127
145,2021-11-08,109
145,2021-11-09,161
145,2021-11-10,152
145,2021-11-11,153
145,2021-11-12,137
145,2021-11-13,108
145,2021-11-14,123
145,2021-11-15,150
145,2021-11-16,162
145,2021-11-17,147
145,2021-11-18,136
145,2021-11-19,140
145,2021-11-20,124
145,2021-11-21,105
145,2021-11-22,113
145,2021-11-23,92
145,2021-11-24,138
145,2021-11-25,151
145,2021-11-26,91
145,2021-11-27,59
145,2021-11-28,106
145,2021-11-29,139
145,2021-11-30,128
146,2021-11-01,301
146,2021-11-02,285
146,2021-11-03,281
146,2021-11-04,253
146,2021-11-05,311
146,2021-11-06,229
146,2021-11-07,181
146,2021-11-08,174
146,2021-11-09,262
146,2021-11-10,266
146,2021-11-11,286
146,2021-11-12,248
146,2021-11-13,181
146,2021-11-14,165
146,2021-11-15,250
146,2021-11-16,276
146,2021-11-17,258
146,2021-11-18,179
146,2021-11-19,273
146,2021-11-20,198
146,2021-11-21,187
146,2021-11-22,203
146,2021-11-23,229
146,2021-11-24,268
146,2021-11-25,262
146,2021-11-26,207
146,2021-11-27,60
146,2021-11-28,172
146,2021-11-29,263
146,2021-11-30,236
147,2021-11-01,106
147,2021-11-02,117
147,2021-11-03,116
147,2021-11-04,118
147,2021-11-05,117
147,2021-11-06,131
147,2021-11-07,101
147,2021-11-08,81
147,2021-11-09,134
147,2021-11-10,122
147,2021-11-11,142
147,2021-11-12,118
147,2021-11-13,98
147,2021-11-14,91
147,2021-11-15,128
147,2021-11-16,117
147,2021-11-17,122
147,2021-11-18,113
147,2021-11-19,129
147,2021-11-20,107
147,2021-11-21,128
147,2021-11-22,111
147,2021-11-23,109
147,2021-11-24,114
147,2021-11-25,122
147,2021-11-26,98
147,2021-11-27,49
147,2021-11-28,105
147,2021-11-29,102
147,2021-11-30,117
148,2021-11-01,135
148,2021-11-02,120
148,2021-11-03,133
148,2021-11-04,114
148,2021-11-05,148
148,2021-11-06,103
148,2021-11-07,82
148,2021-11-08,91
148,2021-11-09,124
148,2021-11-10,104
148,2021-11-11,100
148,2021-11-12,85
148,2021-11-13,57
148,2021-11-14,72
148,2021-11-15,95
148,2021-11-16,100
148,2021-11-17,118
148,2021-11-18,77
148,2021-11-19,99
148,2021-11-20,91
148,2021-11-21,104
148,2021-11-22,87
148,2021-11-23,92
148,2021-11-24,84
148,2021-11-25,99
148,2021-11-26,71
148,2021-11-27,21
148,2021-11-28,95
148,2021-11-29,81
148,2021-11-30,85
149,2021-11-01,137
149,2021-11-02,136
149,2021-11-03,118
149,2021-11-04,147
149,2021-11-05,148
149,2021-11-06,172
149,2021-11-07,141
149,2021-11-08,99
149,2021-11-09,136
149,2021-11-10,147
149,2021-11-11,135
149,2021-11-12,137
149,2021-11-13,145
149,2021-11-14,116
149,2021-11-15,138
149,2021-11-16,134
149,2021-11-17,123
149,2021-11-18,101
149,2021-11-19,140
149,2021-11-20,140
149,2021-11-21,124
149,2021-11-22,129
149,2021-11-23,105
149,2021-11-24,102
149,2021-11-25,128
149,2021-11-26,96
149,2021-11-27,85
149,2021-11-28,111
149,2021-11-29,126
149,2021-11-30,110
150,2021-11-01,220
150,2021-11-02,233
150,2021-11-03,210
150,2021-11-04,228
150,2021-11-05,234
150,2021-11-06,117
150,2021-11-07,118
150,2021-11-08,131
150,2021-11-09,237
150,2021-11-10,210
150,2021-11-11,224
150,2021-11-12,160
