return_sno,date,0
201,2021-11-01,63
201,2021-11-02,60
201,2021-11-03,54
201,2021-11-04,52
201,2021-11-05,67
201,2021-11-06,72
201,2021-11-07,87
201,2021-11-08,35
201,2021-11-09,61
201,2021-11-10,65
201,2021-11-11,66
201,2021-11-12,45
201,2021-11-13,35
201,2021-11-14,61
201,2021-11-15,76
201,2021-11-16,60
201,2021-11-17,74
201,2021-11-18,48
201,2021-11-19,61
201,2021-11-20,39
201,2021-11-21,57
201,2021-11-22,31
201,2021-11-23,24
201,2021-11-24,60
201,2021-11-25,43
201,2021-11-26,27
201,2021-11-27,20
201,2021-11-28,46
201,2021-11-29,79
201,2021-11-30,41
202,2021-11-01,96
202,2021-11-02,135
202,2021-11-03,102
202,2021-11-04,104
202,2021-11-05,119
202,2021-11-06,139
202,2021-11-07,162
202,2021-11-08,71
202,2021-11-09,133
202,2021-11-10,130
202,2021-11-11,142
202,2021-11-12,123
202,2021-11-13,96
202,2021-11-14,114
202,2021-11-15,120
202,2021-11-16,131
202,2021-11-17,131
202,2021-11-18,91
202,2021-11-19,130
202,2021-11-20,101
202,2021-11-21,131
202,2021-11-22,87
202,2021-11-23,72
202,2021-11-24,106
202,2021-11-25,110
202,2021-11-26,107
202,2021-11-27,50
202,2021-11-28,105
202,2021-11-29,121
202,2021-11-30,109
203,2021-11-01,68
203,2021-11-02,69
203,2021-11-03,51
203,2021-11-04,73
203,2021-11-05,80
203,2021-11-06,51
203,2021-11-07,45
203,2021-11-08,39
203,2021-11-09,52
203,2021-11-10,53
203,2021-11-11,66
203,2021-11-12,43
203,2021-11-13,50
203,2021-11-14,54
203,2021-11-15,63
203,2021-11-16,71
203,2021-11-17,65
203,2021-11-18,58
203,2021-11-19,67
203,2021-11-20,31
203,2021-11-21,52
203,2021-11-22,55
203,2021-11-23,43
203,2021-11-24,48
203,2021-11-25,61
203,2021-11-26,36
203,2021-11-27,21
203,2021-11-28,51
203,2021-11-29,74
203,2021-11-30,45
204,2021-11-01,82
204,2021-11-02,78
204,2021-11-03,75
204,2021-11-04,80
204,2021-11-05,84
204,2021-11-06,68
204,2021-11-07,73
204,2021-11-08,69
204,2021-11-09,67
204,2021-11-10,86
204,2021-11-11,75
204,2021-11-12,58
204,2021-11-13,60
204,2021-11-14,86
204,2021-11-15,72
204,2021-11-16,89
204,2021-11-17,88
204,2021-11-18,81
204,2021-11-19,80
204,2021-11-20,70
204,2021-11-21,84
204,2021-11-22,69
204,2021-11-23,65
204,2021-11-24,84
204,2021-11-25,75
204,2021-11-26,58
204,2021-11-27,29
204,2021-11-28,75
204,2021-11-29,89
204,2021-11-30,56
205,2021-11-01,25
205,2021-11-02,18
205,2021-11-03,27
205,2021-11-04,28
205,2021-11-05,25
205,2021-11-06,13
205,2021-11-07,16
205,2021-11-08,22
205,2021-11-09,24
205,2021-11-10,26
205,2021-11-11,18
205,2021-11-12,10
205,2021-11-13,9
205,2021-11-14,22
205,2021-11-15,24
205,2021-11-16,24
205,2021-11-17,16
205,2021-11-18,25
205,2021-11-19,23
205,2021-11-20,21
205,2021-11-21,28
205,2021-11-22,11
205,2021-11-23,10
205,2021-11-24,21
205,2021-11-25,24
205,2021-11-26,11
205,2021-11-27,8
205,2021-11-28,30
205,2021-11-29,23
205,2021-11-30,19
206,2021-11-01,24
206,2021-11-02,33
206,2021-11-03,20
206,2021-11-04,23
206,2021-11-05,32
206,2021-11-06,43
206,2021-11-07,33
206,2021-11-08,18
206,2021-11-09,20
206,2021-11-10,20
206,2021-11-11,16
206,2021-11-12,16
206,2021-11-13,20
206,2021-11-14,21
206,2021-11-15,24
206,2021-11-16,14
206,2021-11-17,22
206,2021-11-18,14
206,2021-11-19,27
206,2021-11-20,20
206,2021-11-21,24
206,2021-11-22,19
206,2021-11-23,5
206,2021-11-24,15
206,2021-11-25,15
206,2021-11-26,4
206,2021-11-27,9
206,2021-11-28,31
206,2021-11-29,27
206,2021-11-30,22
207,2021-11-01,1
207,2021-11-02,1
207,2021-11-03,5
207,2021-11-04,2
207,2021-11-05,4
207,2021-11-06,21
207,2021-11-07,5
207,2021-11-08,2
207,2021-11-09,2
207,2021-11-10,5
207,2021-11-11,1
207,2021-11-12,2
207,2021-11-13,9
207,2021-11-14,8
207,2021-11-15,7
207,2021-11-16,5
207,2021-11-17,3
207,2021-11-19,8
207,2021-11-20,2
207,2021-11-21,7
207,2021-11-23,3
207,2021-11-24,2
207,2021-11-25,3
207,2021-11-27,1
207,2021-11-28,3
207,2021-11-29,2
208,2021-11-01,32
208,2021-11-02,42
208,2021-11-03,43
208,2021-11-04,42
208,2021-11-05,51
208,2021-11-06,37
208,2021-11-07,50
208,2021-11-08,44
208,2021-11-09,45
208,2021-11-10,44
208,2021-11-11,52
208,2021-11-12,41
208,2021-11-13,35
208,2021-11-14,49
208,2021-11-15,59
208,2021-11-16,55
208,2021-11-17,58
208,2021-11-18,36
208,2021-11-19,59
208,2021-11-20,41
208,2021-11-21,39
208,2021-11-22,36
208,2021-11-23,32
208,2021-11-24,48
208,2021-11-25,39
208,2021-11-26,29
208,2021-11-27,23
208,2021-11-28,50
208,2021-11-29,58
208,2021-11-30,26
209,2021-11-01,58
209,2021-11-02,54
209,2021-11-03,57
209,2021-11-04,56
209,2021-11-05,76
209,2021-11-06,53
209,2021-11-07,62
209,2021-11-08,45
209,2021-11-09,60
209,2021-11-10,54
209,2021-11-11,58
209,2021-11-12,49
209,2021-11-13,45
209,2021-11-14,56
209,2021-11-15,49
209,2021-11-16,57
209,2021-11-17,68
209,2021-11-18,39
209,2021-11-19,51
209,2021-11-20,41
209,2021-11-21,68
209,2021-11-22,34
209,2021-11-23,39
209,2021-11-24,60
209,2021-11-25,48
209,2021-11-26,47
209,2021-11-27,28
209,2021-11-28,53
209,2021-11-29,56
209,2021-11-30,59
210,2021-11-01,205
210,2021-11-02,205
210,2021-11-03,193
210,2021-11-04,178
210,2021-11-05,210
210,2021-11-06,159
210,2021-11-07,132
210,2021-11-08,160
210,2021-11-09,200
210,2021-11-10,182
210,2021-11-11,212
210,2021-11-12,176
210,2021-11-13,127
210,2021-11-14,137
210,2021-11-15,194
210,2021-11-16,197
210,2021-11-17,198
210,2021-11-18,181
210,2021-11-19,222
210,2021-11-20,87
210,2021-11-21,169
210,2021-11-22,172
210,2021-11-23,126
210,2021-11-24,172
210,2021-11-25,195
210,2021-11-26,150
210,2021-11-27,38
210,2021-11-28,110
210,2021-11-29,219
210,2021-11-30,177
211,2021-11-01,9
211,2021-11-02,8
211,2021-11-03,10
211,2021-11-04,10
211,2021-11-05,10
211,2021-11-06,8
211,2021-11-07,10
211,2021-11-08,4
211,2021-11-09,8
211,2021-11-10,10
211,2021-11-11,7
211,2021-11-12,5
211,2021-11-13,7
211,2021-11-14,11
211,2021-11-15,5
211,2021-11-16,14
211,2021-11-17,8
211,2021-11-18,8
211,2021-11-19,6
211,2021-11-20,9
211,2021-11-21,11
211,2021-11-22,5
211,2021-11-23,2
211,2021-11-24,9
211,2021-11-25,2
211,2021-11-27,1
211,2021-11-28,9
211,2021-11-29,7
211,2021-11-30,6
212,2021-11-01,51
212,2021-11-02,39
212,2021-11-03,43
212,2021-11-04,42
212,2021-11-05,47
212,2021-11-06,34
212,2021-11-07,43
212,2021-11-08,39
212,2021-11-09,44
212,2021-11-10,43
212,2021-11-11,52
212,2021-11-12,47
212,2021-11-13,31
212,2021-11-14,33
212,2021-11-15,50
212,2021-11-16,41
212,2021-11-17,54
212,2021-11-18,38
212,2021-11-19,51
212,2021-11-20,30
212,2021-11-21,59
212,2021-11-22,45
212,2021-11-23,26
212,2021-11-24,43
212,2021-11-25,47
212,2021-11-26,29
212,2021-11-27,8
212,2021-11-28,32
212,2021-11-29,53
212,2021-11-30,28
213,2021-11-01,99
213,2021-11-02,117
213,2021-11-03,103
213,2021-11-04,93
213,2021-11-05,112
213,2021-11-06,85
213,2021-11-07,91
213,2021-11-08,84
213,2021-11-09,109
213,2021-11-10,95
213,2021-11-11,102
213,2021-11-12,98
213,2021-11-13,78
213,2021-11-14,68
213,2021-11-15,107
213,2021-11-16,110
213,2021-11-17,110
213,2021-11-18,96
213,2021-11-19,89
213,2021-11-20,69
213,2021-11-21,69
213,2021-11-22,79
213,2021-11-23,78
213,2021-11-24,99
213,2021-11-25,79
213,2021-11-26,76
213,2021-11-27,27
213,2021-11-28,60
213,2021-11-29,79
213,2021-11-30,78
214,2021-11-01,46
214,2021-11-02,44
214,2021-11-03,46
214,2021-11-04,47
214,2021-11-05,42
214,2021-11-06,32
214,2021-11-07,26
214,2021-11-08,21
214,2021-11-09,40
214,2021-11-10,45
214,2021-11-11,34
214,2021-11-12,21
214,2021-11-13,14
214,2021-11-14,20
214,2021-11-15,39
214,2021-11-16,41
214,2021-11-17,41
214,2021-11-18,21
214,2021-11-19,38
214,2021-11-20,19
214,2021-11-21,22
214,2021-11-22,19
214,2021-11-23,18
214,2021-11-24,36
214,2021-11-25,31
214,2021-11-26,21
214,2021-11-27,8
214,2021-11-28,11
214,2021-11-29,24
214,2021-11-30,25
215,2021-11-01,208
215,2021-11-02,189
215,2021-11-03,180
215,2021-11-04,203
215,2021-11-05,202
215,2021-11-06,252
215,2021-11-07,160
215,2021-11-08,111
215,2021-11-09,186
215,2021-11-10,177
215,2021-11-11,204
215,2021-11-12,141
215,2021-11-13,146
215,2021-11-14,145
215,2021-11-15,174
215,2021-11-16,205
215,2021-11-17,173
215,2021-11-18,141
215,2021-11-19,190
215,2021-11-20,98
215,2021-11-21,188
215,2021-11-22,110
215,2021-11-23,119
215,2021-11-24,175
215,2021-11-25,176
215,2021-11-26,112
215,2021-11-27,50
215,2021-11-28,177
215,2021-11-29,208
215,2021-11-30,132
216,2021-11-01,48
216,2021-11-02,50
216,2021-11-03,46
216,2021-11-04,45
216,2021-11-05,51
216,2021-11-06,40
216,2021-11-07,53
216,2021-11-08,26
216,2021-11-09,55
216,2021-11-10,37
216,2021-11-11,44
216,2021-11-12,38
216,2021-11-13,30
216,2021-11-14,57
216,2021-11-15,64
216,2021-11-16,62
216,2021-11-17,52
216,2021-11-18,48
216,2021-11-19,43
216,2021-11-20,20
216,2021-11-21,35
216,2021-11-22,33
216,2021-11-23,39
216,2021-11-24,48
216,2021-11-25,54
216,2021-11-26,36
216,2021-11-27,6
216,2021-11-28,42
216,2021-11-29,58
216,2021-11-30,48
217,2021-11-01,77
217,2021-11-02,61
217,2021-11-03,55
217,2021-11-04,78
217,2021-11-05,106
217,2021-11-06,67
217,2021-11-07,60
217,2021-11-08,33
217,2021-11-09,70
217,2021-11-10,66
217,2021-11-11,73
217,2021-11-12,50
217,2021-11-13,45
217,2021-11-14,59
217,2021-11-15,77
217,2021-11-16,70
217,2021-11-17,81
217,2021-11-18,52
217,2021-11-19,66
217,2021-11-20,25
217,2021-11-21,67
217,2021-11-22,50
217,2021-11-23,29
217,2021-11-24,81
217,2021-11-25,74
217,2021-11-26,38
217,2021-11-27,10
217,2021-11-28,59
217,2021-11-29,88
217,2021-11-30,64
218,2021-11-01,128
218,2021-11-02,133
218,2021-11-03,145
218,2021-11-04,137
218,2021-11-05,147
218,2021-11-06,110
218,2021-11-07,103
218,2021-11-08,86
218,2021-11-09,126
218,2021-11-10,140
218,2021-11-11,145
218,2021-11-12,116
218,2021-11-13,85
218,2021-11-14,82
218,2021-11-15,115
218,2021-11-16,142
218,2021-11-17,131
218,2021-11-18,95
218,2021-11-19,133
218,2021-11-20,85
218,2021-11-21,92
218,2021-11-22,84
218,2021-11-23,64
218,2021-11-24,122
218,2021-11-25,106
218,2021-11-26,48
218,2021-11-27,17
218,2021-11-28,100
218,2021-11-29,117
218,2021-11-30,89
219,2021-11-01,106
219,2021-11-02,110
219,2021-11-03,90
219,2021-11-04,108
219,2021-11-05,132
219,2021-11-06,79
219,2021-11-07,68
219,2021-11-08,59
219,2021-11-09,110
219,2021-11-10,96
219,2021-11-11,98
219,2021-11-12,57
219,2021-11-13,71
219,2021-11-14,64
219,2021-11-15,46
219,2021-11-16,106
219,2021-11-17,114
219,2021-11-18,92
219,2021-11-19,113
219,2021-11-20,39
219,2021-11-21,71
219,2021-11-22,53
219,2021-11-23,60
219,2021-11-24,79
219,2021-11-25,100
219,2021-11-26,68
219,2021-11-27,27
219,2021-11-28,54
219,2021-11-29,105
219,2021-11-30,72
220,2021-11-01,101
220,2021-11-02,90
220,2021-11-03,102
220,2021-11-04,97
220,2021-11-05,121
220,2021-11-06,164
220,2021-11-07,170
220,2021-11-08,78
220,2021-11-09,95
220,2021-11-10,96
220,2021-11-11,97
220,2021-11-12,74
220,2021-11-13,92
220,2021-11-14,124
220,2021-11-15,101
220,2021-11-16,107
220,2021-11-17,102
220,2021-11-18,77
220,2021-11-19,112
220,2021-11-20,98
220,2021-11-21,166
220,2021-11-22,72
220,2021-11-23,55
220,2021-11-24,89
220,2021-11-25,98
220,2021-11-26,51
220,2021-11-27,34
220,2021-11-28,127
220,2021-11-29,109
220,2021-11-30,72
221,2021-11-01,100
221,2021-11-02,97
221,2021-11-03,86
221,2021-11-04,79
221,2021-11-05,82
221,2021-11-06,100
221,2021-11-07,81
221,2021-11-08,72
221,2021-11-09,82
221,2021-11-10,90
221,2021-11-11,82
221,2021-11-12,72
221,2021-11-13,68
221,2021-11-14,58
221,2021-11-15,93
221,2021-11-16,81
221,2021-11-17,67
221,2021-11-18,73
221,2021-11-19,63
221,2021-11-20,72
221,2021-11-21,84
221,2021-11-22,67
221,2021-11-23,51
221,2021-11-24,76
221,2021-11-25,49
221,2021-11-26,39
221,2021-11-27,27
221,2021-11-28,71
221,2021-11-29,74
221,2021-11-30,58
222,2021-11-01,193
222,2021-11-02,163
222,2021-11-03,175
222,2021-11-04,167
222,2021-11-05,180
222,2021-11-06,154
222,2021-11-07,121
222,2021-11-08,97
222,2021-11-09,138
222,2021-11-10,154
222,2021-11-11,152
222,2021-11-12,145
222,2021-11-13,83
222,2021-11-14,96
222,2021-11-15,145
222,2021-11-16,160
222,2021-11-17,158
222,2021-11-18,111
222,2021-11-19,150
222,2021-11-20,99
222,2021-11-21,118
222,2021-11-22,90
222,2021-11-23,85
222,2021-11-24,131
222,2021-11-25,126
222,2021-11-26,89
222,2021-11-27,25
222,2021-11-28,109
222,2021-11-29,155
222,2021-11-30,128
223,2021-11-01,120
223,2021-11-02,141
223,2021-11-03,135
223,2021-11-04,111
223,2021-11-05,146
223,2021-11-06,94
223,2021-11-07,108
223,2021-11-08,103
223,2021-11-09,132
223,2021-11-10,130
223,2021-11-11,119
223,2021-11-12,128
223,2021-11-13,95
223,2021-11-14,81
223,2021-11-15,117
223,2021-11-16,125
223,2021-11-17,126
223,2021-11-18,129
223,2021-11-19,140
223,2021-11-20,85
223,2021-11-21,103
223,2021-11-22,117
223,2021-11-23,112
223,2021-11-24,151
223,2021-11-25,144
223,2021-11-26,98
223,2021-11-27,44
223,2021-11-28,111
223,2021-11-29,112
223,2021-11-30,121
224,2021-11-01,27
224,2021-11-02,26
224,2021-11-03,15
224,2021-11-04,20
224,2021-11-05,21
224,2021-11-06,39
224,2021-11-07,28
224,2021-11-08,15
224,2021-11-09,12
224,2021-11-10,23
224,2021-11-11,26
224,2021-11-12,13
224,2021-11-13,22
224,2021-11-14,26
224,2021-11-15,29
224,2021-11-16,25
224,2021-11-17,22
224,2021-11-18,11
224,2021-11-19,13
224,2021-11-20,27
224,2021-11-21,35
224,2021-11-22,21
224,2021-11-23,17
224,2021-11-24,18
224,2021-11-25,30
224,2021-11-26,15
224,2021-11-27,6
224,2021-11-28,30
224,2021-11-29,22
224,2021-11-30,16
225,2021-11-01,45
225,2021-11-02,56
225,2021-11-03,58
225,2021-11-04,56
225,2021-11-05,58
225,2021-11-06,68
225,2021-11-07,77
225,2021-11-08,40
225,2021-11-09,49
225,2021-11-10,51
225,2021-11-11,58
225,2021-11-12,58
225,2021-11-13,39
225,2021-11-14,59
225,2021-11-15,66
225,2021-11-16,64
225,2021-11-17,57
225,2021-11-18,40
225,2021-11-19,62
225,2021-11-20,53
225,2021-11-21,71
225,2021-11-22,31
225,2021-11-23,32
225,2021-11-24,45
225,2021-11-25,45
225,2021-11-26,26
225,2021-11-27,17
225,2021-11-28,56
225,2021-11-29,47
225,2021-11-30,44
226,2021-11-01,48
226,2021-11-02,47
226,2021-11-03,55
226,2021-11-04,53
226,2021-11-05,79
226,2021-11-06,43
226,2021-11-07,32
226,2021-11-08,21
226,2021-11-09,56
226,2021-11-10,43
226,2021-11-11,47
226,2021-11-12,28
226,2021-11-13,17
226,2021-11-14,34
226,2021-11-15,37
226,2021-11-16,62
226,2021-11-17,54
226,2021-11-18,32
226,2021-11-19,39
226,2021-11-20,19
226,2021-11-21,29
226,2021-11-22,32
226,2021-11-23,17
226,2021-11-24,43
226,2021-11-25,36
226,2021-11-26,23
226,2021-11-27,7
226,2021-11-28,18
226,2021-11-29,41
226,2021-11-30,41
227,2021-11-01,19
227,2021-11-02,21
227,2021-11-03,20
227,2021-11-04,28
227,2021-11-05,34
227,2021-11-06,10
227,2021-11-07,14
227,2021-11-08,17
227,2021-11-09,21
227,2021-11-10,26
227,2021-11-11,27
227,2021-11-12,13
227,2021-11-13,15
227,2021-11-14,21
227,2021-11-15,22
227,2021-11-16,19
227,2021-11-17,22
227,2021-11-18,19
227,2021-11-19,23
227,2021-11-20,10
227,2021-11-21,23
227,2021-11-22,14
227,2021-11-23,10
227,2021-11-24,15
227,2021-11-25,24
227,2021-11-26,9
227,2021-11-27,3
227,2021-11-28,14
227,2021-11-29,17
227,2021-11-30,14
228,2021-11-01,7
228,2021-11-02,9
228,2021-11-03,9
228,2021-11-04,12
228,2021-11-05,12
228,2021-11-06,24
228,2021-11-07,14
228,2021-11-08,7
228,2021-11-09,6
228,2021-11-10,2
228,2021-11-11,5
228,2021-11-12,6
228,2021-11-13,11
228,2021-11-14,11
228,2021-11-15,14
228,2021-11-16,7
228,2021-11-17,8
228,2021-11-18,4
228,2021-11-19,9
228,2021-11-20,10
228,2021-11-21,11
228,2021-11-22,6
228,2021-11-23,2
228,2021-11-24,9
228,2021-11-25,9
228,2021-11-27,7
228,2021-11-28,18
228,2021-11-29,26
228,2021-11-30,11
230,2021-11-01,39
230,2021-11-02,40
230,2021-11-03,29
230,2021-11-04,30
230,2021-11-05,49
230,2021-11-06,20
230,2021-11-07,41
230,2021-11-08,38
230,2021-11-09,47
230,2021-11-10,45
230,2021-11-11,43
230,2021-11-12,33
230,2021-11-13,27
230,2021-11-14,25
230,2021-11-15,32
230,2021-11-16,41
230,2021-11-17,40
230,2021-11-18,36
230,2021-11-19,44
230,2021-11-20,25
230,2021-11-21,45
230,2021-11-22,37
230,2021-11-23,21
230,2021-11-24,33
230,2021-11-25,34
230,2021-11-26,19
230,2021-11-27,7
230,2021-11-28,27
230,2021-11-29,25
230,2021-11-30,22
231,2021-11-01,233
231,2021-11-02,215
231,2021-11-03,187
231,2021-11-04,225
231,2021-11-05,219
231,2021-11-06,120
231,2021-11-07,128
231,2021-11-08,130
231,2021-11-09,205
231,2021-11-10,216
231,2021-11-11,190
231,2021-11-12,157
231,2021-11-13,78
231,2021-11-14,110
231,2021-11-15,185
231,2021-11-16,207
231,2021-11-17,222
231,2021-11-18,169
231,2021-11-19,174
231,2021-11-20,87
231,2021-11-21,110
231,2021-11-22,124
231,2021-11-23,118
231,2021-11-24,167
231,2021-11-25,163
231,2021-11-26,91
231,2021-11-27,24
231,2021-11-28,98
231,2021-11-29,181
231,2021-11-30,148
232,2021-11-01,75
232,2021-11-02,78
232,2021-11-03,71
232,2021-11-04,77
232,2021-11-05,93
232,2021-11-06,92
232,2021-11-07,82
232,2021-11-08,59
232,2021-11-09,61
232,2021-11-10,74
232,2021-11-11,61
232,2021-11-12,74
232,2021-11-13,78
232,2021-11-14,63
232,2021-11-15,66
232,2021-11-16,67
232,2021-11-17,81
232,2021-11-18,59
232,2021-11-19,63
232,2021-11-20,105
232,2021-11-21,74
232,2021-11-22,56
232,2021-11-23,54
232,2021-11-24,70
232,2021-11-25,59
232,2021-11-26,44
232,2021-11-27,30
232,2021-11-28,69
232,2021-11-29,56
232,2021-11-30,48
233,2021-11-01,9
233,2021-11-02,14
233,2021-11-03,7
233,2021-11-04,9
233,2021-11-05,12
233,2021-11-06,20
233,2021-11-07,22
233,2021-11-08,4
233,2021-11-09,10
233,2021-11-10,9
233,2021-11-11,16
233,2021-11-12,11
233,2021-11-13,10
233,2021-11-14,14
233,2021-11-15,13
233,2021-11-16,17
233,2021-11-17,12
233,2021-11-18,14
233,2021-11-19,24
233,2021-11-20,15
233,2021-11-21,12
233,2021-11-22,7
233,2021-11-23,12
233,2021-11-24,18
233,2021-11-25,13
233,2021-11-26,12
233,2021-11-27,9
233,2021-11-28,17
233,2021-11-29,14
233,2021-11-30,9
234,2021-11-01,22
234,2021-11-02,9
234,2021-11-03,14
234,2021-11-04,12
234,2021-11-05,13
234,2021-11-06,22
234,2021-11-07,22
234,2021-11-08,7
234,2021-11-09,15
234,2021-11-10,12
234,2021-11-11,11
234,2021-11-12,10
234,2021-11-13,11
234,2021-11-14,10
234,2021-11-15,11
234,2021-11-16,9
234,2021-11-17,15
234,2021-11-18,9
234,2021-11-19,17
234,2021-11-20,11
234,2021-11-21,20
234,2021-11-22,13
234,2021-11-23,7
234,2021-11-24,14
234,2021-11-25,13
234,2021-11-26,7
234,2021-11-27,3
234,2021-11-28,18
234,2021-11-29,13
234,2021-11-30,6
235,2021-11-01,200
235,2021-11-02,214
235,2021-11-03,194
235,2021-11-04,213
235,2021-11-05,216
235,2021-11-06,89
235,2021-11-07,71
235,2021-11-08,126
235,2021-11-09,181
235,2021-11-10,181
235,2021-11-11,182
235,2021-11-12,122
235,2021-11-13,68
235,2021-11-14,73
235,2021-11-15,209
235,2021-11-16,207
235,2021-11-17,195
235,2021-11-18,147
235,2021-11-19,160
235,2021-11-20,57
235,2021-11-21,84
235,2021-11-22,129
235,2021-11-23,89
235,2021-11-24,203
235,2021-11-25,152
235,2021-11-26,92
235,2021-11-27,34
235,2021-11-28,80
235,2021-11-29,185
235,2021-11-30,182
236,2021-11-01,52
236,2021-11-02,84
236,2021-11-03,56
236,2021-11-04,59
236,2021-11-05,65
236,2021-11-06,72
236,2021-11-07,113
236,2021-11-08,54
236,2021-11-09,77
236,2021-11-10,73
236,2021-11-11,75
236,2021-11-12,60
236,2021-11-13,48
236,2021-11-14,51
236,2021-11-15,59
236,2021-11-16,73
236,2021-11-17,73
236,2021-11-18,62
236,2021-11-19,64
236,2021-11-20,49
236,2021-11-21,66
236,2021-11-22,60
236,2021-11-23,49
236,2021-11-24,56
236,2021-11-25,71
236,2021-11-26,53
236,2021-11-27,23
236,2021-11-28,48
236,2021-11-29,67
236,2021-11-30,71
238,2021-11-01,206
238,2021-11-02,227
238,2021-11-03,221
238,2021-11-04,244
238,2021-11-05,255
238,2021-11-06,32
238,2021-11-07,31
238,2021-11-08,118
238,2021-11-09,223
238,2021-11-10,213
238,2021-11-11,244
238,2021-11-12,116
238,2021-11-13,19
238,2021-11-14,25
238,2021-11-15,178
238,2021-11-16,158
238,2021-11-17,173
238,2021-11-18,121
238,2021-11-19,114
238,2021-11-20,22
238,2021-11-21,12
238,2021-11-22,87
238,2021-11-23,71
238,2021-11-24,129
238,2021-11-25,154
238,2021-11-26,85
238,2021-11-27,4
238,2021-11-28,13
238,2021-11-29,116
238,2021-11-30,104
239,2021-11-01,20
239,2021-11-02,22
239,2021-11-03,10
239,2021-11-04,18
239,2021-11-05,21
239,2021-11-06,22
239,2021-11-07,10
239,2021-11-08,14
239,2021-11-09,14
239,2021-11-10,18
239,2021-11-11,21
239,2021-11-12,15
239,2021-11-13,9
239,2021-11-14,22
239,2021-11-15,18
239,2021-11-16,14
239,2021-11-17,24
239,2021-11-18,10
239,2021-11-19,21
239,2021-11-20,10
239,2021-11-21,16
239,2021-11-22,19
239,2021-11-23,7
239,2021-11-24,13
239,2021-11-25,21
239,2021-11-26,10
239,2021-11-27,8
239,2021-11-28,8
239,2021-11-29,18
239,2021-11-30,14
240,2021-11-09,34
240,2021-11-10,43
240,2021-11-11,42
240,2021-11-12,34
240,2021-11-13,24
240,2021-11-14,45
240,2021-11-15,51
240,2021-11-16,62
240,2021-11-17,49
240,2021-11-18,6
240,2021-11-19,59
240,2021-11-20,29
240,2021-11-21,47
240,2021-11-22,36
240,2021-11-23,38
240,2021-11-24,57
240,2021-11-25,61
240,2021-11-26,49
240,2021-11-27,11
240,2021-11-28,35
240,2021-11-29,51
240,2021-11-30,55
241,2021-11-01,126
241,2021-11-02,138
241,2021-11-03,143
241,2021-11-04,144
241,2021-11-05,157
241,2021-11-06,149
241,2021-11-07,142
241,2021-11-08,97
241,2021-11-09,126
241,2021-11-10,118
241,2021-11-11,137
241,2021-11-12,92
241,2021-11-13,66
241,2021-11-14,101
241,2021-11-15,106
241,2021-11-16,101
241,2021-11-17,97
241,2021-11-18,87
241,2021-11-19,90
241,2021-11-20,63
241,2021-11-21,99
241,2021-11-22,71
241,2021-11-23,49
241,2021-11-24,86
241,2021-11-25,76
241,2021-11-26,47
241,2021-11-27,26
241,2021-11-28,82
241,2021-11-29,94
241,2021-11-30,77
242,2021-11-01,41
242,2021-11-02,51
242,2021-11-03,40
242,2021-11-04,49
242,2021-11-05,69
242,2021-11-06,133
242,2021-11-07,162
242,2021-11-08,28
242,2021-11-09,60
242,2021-11-10,53
242,2021-11-11,64
242,2021-11-12,34
242,2021-11-13,87
242,2021-11-14,126
242,2021-11-15,47
242,2021-11-16,49
242,2021-11-17,60
242,2021-11-18,28
242,2021-11-19,66
242,2021-11-20,65
242,2021-11-21,130
242,2021-11-22,15
242,2021-11-23,15
242,2021-11-24,40
242,2021-11-25,41
242,2021-11-26,16
242,2021-11-27,14
242,2021-11-28,99
242,2021-11-29,41
242,2021-11-30,18
243,2021-11-01,21
243,2021-11-02,22
243,2021-11-03,26
243,2021-11-04,28
243,2021-11-05,30
243,2021-11-06,25
243,2021-11-07,35
243,2021-11-08,17
243,2021-11-09,14
243,2021-11-10,20
243,2021-11-11,19
243,2021-11-12,15
243,2021-11-13,15
243,2021-11-14,18
243,2021-11-15,20
243,2021-11-16,10
243,2021-11-17,13
243,2021-11-18,15
243,2021-11-19,21
243,2021-11-20,14
243,2021-11-21,25
243,2021-11-22,8
243,2021-11-23,17
243,2021-11-24,14
243,2021-11-25,21
243,2021-11-26,10
243,2021-11-27,7
243,2021-11-28,22
243,2021-11-29,20
243,2021-11-30,16
244,2021-11-01,176
244,2021-11-02,176
244,2021-11-03,149
244,2021-11-04,203
244,2021-11-05,221
244,2021-11-06,171
244,2021-11-07,159
244,2021-11-08,122
244,2021-11-09,170
244,2021-11-10,164
244,2021-11-11,192
244,2021-11-12,132
244,2021-11-13,127
244,2021-11-14,155
244,2021-11-15,186
244,2021-11-16,187
244,2021-11-17,181
244,2021-11-18,140
244,2021-11-19,210
244,2021-11-20,107
244,2021-11-21,166
244,2021-11-22,101
244,2021-11-23,98
244,2021-11-24,182
244,2021-11-25,142
244,2021-11-26,97
244,2021-11-27,31
244,2021-11-28,103
244,2021-11-29,171
244,2021-11-30,143
245,2021-11-01,417
245,2021-11-02,349
245,2021-11-03,371
245,2021-11-04,361
245,2021-11-05,403
245,2021-11-06,286
245,2021-11-07,253
245,2021-11-08,221
245,2021-11-09,382
245,2021-11-10,365
245,2021-11-11,382
245,2021-11-12,274
245,2021-11-13,206
245,2021-11-14,223
245,2021-11-15,355
245,2021-11-16,383
245,2021-11-17,356
245,2021-11-18,276
245,2021-11-19,349
245,2021-11-20,189
245,2021-11-21,270
245,2021-11-22,241
245,2021-11-23,227
245,2021-11-24,356
245,2021-11-25,364
